source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[material type]	characteristics[biological replicate]	characteristics[pooled sample]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_4	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	4	1	G0822-Bat-130723-P1-4.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-4.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_6	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	6	1	G0822-Bat-130723-P1-6.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-6.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_7	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	7	1	G0822-Bat-130723-P1-7.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-7.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_9	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	9	1	G0822-Bat-130723-P1-9.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-9.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_41	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	41	1	G0826-Bat-130723-P1-41.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-41.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_43	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	43	1	G0826-Bat-130723-P1-43.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-43.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_44	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	44	1	G0826-Bat-130723-P1-44.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-44.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_48	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	48	1	G0826-Bat-130723-P1-48.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-48.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_50	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	50	1	G0826-Bat-130723-P1-50.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-50.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_55	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	55	1	G0826-Bat-130723-P1-55.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-55.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_56	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	56	1	G0826-Bat-130723-P1-56.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-56.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_58	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	58	1	G0826-Bat-130723-P1-58.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-58.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_59	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	59	1	G0826-Bat-130723-P1-59.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-59.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_61	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	61	1	G0826-Bat-130723-P1-61.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-61.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_66	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	66	1	G0826-Bat-130723-P1-66.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-66.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_67	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	67	1	G0826-Bat-130723-P1-67.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0826-Bat-130723-P1-67.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
