source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[material type]	characteristics[biological replicate]	characteristics[pooled sample]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_11	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	11	1	G0822-Bat-130723-P1-11.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-11.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_15	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	15	1	G0822-Bat-130723-P1-15.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-15.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_16	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	16	1	G0822-Bat-130723-P1-16.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-16.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_18	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	18	1	G0822-Bat-130723-P1-18.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-18.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_2	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	2	1	G0822-Bat-130723-P1-2.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-2.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_21	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	21	1	G0822-Bat-130723-P1-21.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-21.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_29	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	29	1	G0822-Bat-130723-P1-29.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-29.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_30	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	30	1	G0822-Bat-130723-P1-30.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-30.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_33	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	33	1	G0822-Bat-130723-P1-33.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-33.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_35	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	35	1	G0822-Bat-130723-P1-35.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-35.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_37	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	37	1	G0822-Bat-130723-P1-37.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-37.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
Rf_brain_precipitate	NT=Rhinolophus ferrumequinum;AC=NCBITaxon:59479	NT=brain;AC=UBERON:0000955	not applicable	NT=normal;AC=PATO:0000461	not available	not available	organism part	pooled	pooled	spot_P_38	proteomic profiling by mass spectrometry	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Discovery;AC=MS:1000555	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Pyridylethyl;AC=UNIMOD:31;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	20 ppm	0.8 Da	38	1	G0822-Bat-130723-P1-38.mzxml	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/05/PXD005158/G0822-Bat-130723-P1-38.mzxml	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=normal;AC=PATO:0000461
