source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]	factor value[group]	factor value[label class]
CAC20220910lut_Ag1_fpDIA_30min_b35_2_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220910lut_Ag1_fpDIA_30min_b35_2_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220910lut_Ag1_fpDIA_30min_b35_2_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
O20220201lut_Ag2_fpDIA_30min_b4_45_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	O20220201lut_Ag2_fpDIA_30min_b4_45_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220201lut_Ag2_fpDIA_30min_b4_45_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
N20240312xieyt_Aging_90min_DIA_phosphoproteome_Ag2_b23_11_Slot2-48_1_26030.d	Mus musculus	not available	not available	not available	not available	not available	not available	1	N20240312xieyt_Aging_90min_DIA_phosphoproteome_Ag2_b23_11_Slot2-48_1_26030.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240312xieyt_Aging_90min_DIA_phosphoproteome_Ag2_b23_11_Slot2-48_1_26030.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	phosphoproteome DIA (Bruker)	DIA
CAB20211217lut_Ag1_fpDIA_30min_b14_pool2_2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20211217lut_Ag1_fpDIA_30min_b14_pool2_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20211217lut_Ag1_fpDIA_30min_b14_pool2_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220403lut_Ag2_fpDIA_30min_b21_ml4	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220403lut_Ag2_fpDIA_30min_b21_ml4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220403lut_Ag2_fpDIA_30min_b21_ml4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220731lut_Aging_plasma_TMT16plex_60min_b2_19	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220731lut_Aging_plasma_TMT16plex_60min_b2_19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220731lut_Aging_plasma_TMT16plex_60min_b2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse TMT	TMT
CAC20230128lut_aging_human_TMT_60min_b11_24	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230128lut_aging_human_TMT_60min_b11_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230128lut_aging_human_TMT_60min_b11_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20220213lut_Ag1_fpDIA_30min_b10_pool1_2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220213lut_Ag1_fpDIA_30min_b10_pool1_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220213lut_Ag1_fpDIA_30min_b10_pool1_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230208lut_aging_human_TMT_60min_b16_23	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230208lut_aging_human_TMT_60min_b16_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230208lut_aging_human_TMT_60min_b16_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20230217lut_aging_human_TMT_60min_b19_18	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230217lut_aging_human_TMT_60min_b19_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230217lut_aging_human_TMT_60min_b19_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20220127lut_Ag1_fpDIA_30min_b3_18_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220127lut_Ag1_fpDIA_30min_b3_18_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220127lut_Ag1_fpDIA_30min_b3_18_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220131lut_Ag2_fpDIA_30min_b6_13_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220131lut_Ag2_fpDIA_30min_b6_13_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220131lut_Ag2_fpDIA_30min_b6_13_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220319lut_Ag2_fpDIA_30min_b14_29_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220319lut_Ag2_fpDIA_30min_b14_29_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220319lut_Ag2_fpDIA_30min_b14_29_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
A20220206lut_Ag2_fpDIA_30min_b17_54_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	A20220206lut_Ag2_fpDIA_30min_b17_54_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20220206lut_Ag2_fpDIA_30min_b17_54_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220127lut_Ag1_fpDIA_30min_b3_29_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220127lut_Ag1_fpDIA_30min_b3_29_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220127lut_Ag1_fpDIA_30min_b3_29_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230213lut_aging_human_TMT_60min_b6_26	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230213lut_aging_human_TMT_60min_b6_26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230213lut_aging_human_TMT_60min_b6_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAB20220305lut_Ag2_fpDIA_30min_b20_45_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220305lut_Ag2_fpDIA_30min_b20_45_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220305lut_Ag2_fpDIA_30min_b20_45_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220112lut_Ag2_fpDIA_30min_b3_29_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220112lut_Ag2_fpDIA_30min_b3_29_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220112lut_Ag2_fpDIA_30min_b3_29_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220122lut_Ag1_fpDIA_30min_b16_23_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220122lut_Ag1_fpDIA_30min_b16_23_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220122lut_Ag1_fpDIA_30min_b16_23_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20230129lut_aging_human_TMT_60min_b25_27	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAB20230129lut_aging_human_TMT_60min_b25_27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20230129lut_aging_human_TMT_60min_b25_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20220306lut_Ag2_fpDIA_30min_b23_15_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220306lut_Ag2_fpDIA_30min_b23_15_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220306lut_Ag2_fpDIA_30min_b23_15_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20230204lut_aging_human_TMT_60min_b14_18	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230204lut_aging_human_TMT_60min_b14_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230204lut_aging_human_TMT_60min_b14_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20230112lut_aging_human_TMT_60min_b4_9	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230112lut_aging_human_TMT_60min_b4_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230112lut_aging_human_TMT_60min_b4_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAA20230201lut_aging_human_TMT_60min_b33_6	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230201lut_aging_human_TMT_60min_b33_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230201lut_aging_human_TMT_60min_b33_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20220205lut_Ag2_fpDIA_30min_b13_6_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220205lut_Ag2_fpDIA_30min_b13_6_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220205lut_Ag2_fpDIA_30min_b13_6_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220303lut_Ag2_fpDIA_30min_b26_35_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220303lut_Ag2_fpDIA_30min_b26_35_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAC20220303lut_Ag2_fpDIA_30min_b26_35_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220305lut_Ag2_fpDIA_30min_b20_54_part2	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220305lut_Ag2_fpDIA_30min_b20_54_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	2	1	CAB20220305lut_Ag2_fpDIA_30min_b20_54_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAB20220203lut_Ag2_fpDIA_30min_b2_40_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAB20220203lut_Ag2_fpDIA_30min_b2_40_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAB20220203lut_Ag2_fpDIA_30min_b2_40_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAC20220122lut_Ag2_fpDIA_30min_b12_33_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAC20220122lut_Ag2_fpDIA_30min_b12_33_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20220122lut_Ag2_fpDIA_30min_b12_33_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
O20220201lut_Ag2_fpDIA_30min_b4_37_part1	Mus musculus	not available	not available	not available	not available	not available	not available	1	O20220201lut_Ag2_fpDIA_30min_b4_37_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	O20220201lut_Ag2_fpDIA_30min_b4_37_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20220205lut_Ag2_fpDIA_30min_b8_ml4	Mus musculus	not available	not available	not available	not available	not available	not available	1	CAA20220205lut_Ag2_fpDIA_30min_b8_ml4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20220205lut_Ag2_fpDIA_30min_b8_ml4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	mouse fpDIA/DIA	DIA
CAA20230217lut_aging_human_TMT_60min_b19_20	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAA20230217lut_aging_human_TMT_60min_b19_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAA20230217lut_aging_human_TMT_60min_b19_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
CAC20230201lut_aging_human_TMT_60min_b12_23	Homo sapiens	not available	not available	not available	not available	not available	not available	1	CAC20230201lut_aging_human_TMT_60min_b12_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	CAC20230201lut_aging_human_TMT_60min_b12_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Multi-organ mouse/human aging + protein restriction study	human	TMT
