source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
RGS10L_delE163K_1	Mus musculus	not applicable	not applicable	1	not available	not available	not available	not available	RGS10L_delE163K_proteomics	proteomic profiling by mass spectrometry	1	PI20-24677-L2-delE163K-50ng-LoHi-ETD8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	1	NT=electron transfer dissociation;AC=MS:1000598	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
RGS10L_A171SK_1	Mus musculus	not applicable	not applicable	1	not available	not available	not available	not available	RGS10L_A171SK_proteomics	proteomic profiling by mass spectrometry	1	PI20-24678-L2-A171SK-50ng-LoHi-ETD8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	1	NT=electron transfer dissociation;AC=MS:1000598	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
RGS10L_WTK_1	Mus musculus	not applicable	not applicable	1	not available	not available	not available	not available	RGS10L_WTK_proteomics	proteomic profiling by mass spectrometry	1	PI20-24676-L2-WTK-50ng-LoHi-ETD8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	1	NT=electron transfer dissociation;AC=MS:1000598	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
RGS10L_S176AK_1	Mus musculus	not applicable	not applicable	1	not available	not available	not available	not available	RGS10L_S176AK_proteomics	proteomic profiling by mass spectrometry	1	PI20-24712-L2-S176AK-50ng-LoHi-ETD8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	1	NT=electron transfer dissociation;AC=MS:1000598	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
