source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20130830_BoSo_Bsubtilis_LysC_OffGel_Glu_Succ_BR1_10	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	10	20130830_BoSo_Bsubtilis_LysC_OffGel_Glu_Succ_BR1_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130830_BoSo_Bsubtilis_LysC_OffGel_Glu_Succ_BR1_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130830_BoSo_Bsubtilis_LysC_OffGel_Glu_Succ_BR1_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20091216_BoMa_SA_BacillusSILAC_log2_06_091216215105	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20091216_BoMa_SA_BacillusSILAC_log2_06_091216215105	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20091216_BoMa_SA_BacillusSILAC_log2_06_091216215105.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20091216_BoMa_SA_BacillusSILAC_log2_06_091216215105.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20141220_VR_Bsu_TripleSILAC_WTyveLyfkJ_rep1_GeLC_F09	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20141220_VR_Bsu_TripleSILAC_WTyveLyfkJ_rep1_GeLC_F09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	9	1	20141220_VR_Bsu_TripleSILAC_WTyveLyfkJ_rep1_GeLC_F09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20141220_VR_Bsu_TripleSILAC_WTyveLyfkJ_rep1_GeLC_F09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120521_VR_Bsu_TripleSILACrep1_L2ESLS_OG_F02	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120521_VR_Bsu_TripleSILACrep1_L2ESLS_OG_F02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	2	1	20120521_VR_Bsu_TripleSILACrep1_L2ESLS_OG_F02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120521_VR_Bsu_TripleSILACrep1_L2ESLS_OG_F02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120508_VR_Bsu_TripleSILACrep1_pT1L1T2_F11	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120508_VR_Bsu_TripleSILACrep1_pT1L1T2_F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	11	1	20120508_VR_Bsu_TripleSILACrep1_pT1L1T2_F11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120508_VR_Bsu_TripleSILACrep1_pT1L1T2_F11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F03	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	3	1	20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120609_VR_Bsu_TripleSILAC_pWTPrkCPrpCrep_F03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130211_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F10	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130211_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	10	1	20130211_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130211_VR_Bsu_TripleSILAC_pWTPrkCPrpCReplicate3_F10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F15	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	15	1	20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120609_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_GeLC_F15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20141024_VR_Bsu_WT_unlabeled_PE_test_03	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	3	20141024_VR_Bsu_WT_unlabeled_PE_test_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20141024_VR_Bsu_WT_unlabeled_PE_test_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20141024_VR_Bsu_WT_unlabeled_PE_test_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130406_BoSo_IsraelCollab_Proteome_trypsin_spores_01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130406_BoSo_IsraelCollab_Proteome_trypsin_spores_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130406_BoSo_IsraelCollab_Proteome_trypsin_spores_01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130406_BoSo_IsraelCollab_Proteome_trypsin_spores_01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20140111_VR_Bsu_TripleSILAC_WTyveLybdMReplicate1_PrimeXS_2_R2	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20140111_VR_Bsu_TripleSILAC_WTyveLybdMReplicate1_PrimeXS_2_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20140111_VR_Bsu_TripleSILAC_WTyveLybdMReplicate1_PrimeXS_2_R2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20140111_VR_Bsu_TripleSILAC_WTyveLybdMReplicate1_PrimeXS_2_R2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120613_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_OG_F01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120613_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_OG_F01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120613_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_OG_F01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120613_VR_Bsu_TripleSILAC_WTPrkCPrpCrep_OG_F01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20091119_BoMa_SA_BacillusSILAC-KO_log_24	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	24	20091119_BoMa_SA_BacillusSILAC-KO_log_24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20091119_BoMa_SA_BacillusSILAC-KO_log_24.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20091119_BoMa_SA_BacillusSILAC-KO_log_24.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_FTofS01	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_FTofS01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_FTofS01.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130710_VR_Bsu_pWTPtkAPtpZreplicate4_TiO2_incl_list_FTofS01.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120223_BoSo_Bsubtilis_Ingel_NewBuffer_08	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	8	20120223_BoSo_Bsubtilis_Ingel_NewBuffer_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120223_BoSo_Bsubtilis_Ingel_NewBuffer_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120223_BoSo_Bsubtilis_Ingel_NewBuffer_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20121206_VR_Bsu_TripleSILAC_WTPtkAPtpZReplicate3_GeLC_F06	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20121206_VR_Bsu_TripleSILAC_WTPtkAPtpZReplicate3_GeLC_F06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	6	1	20121206_VR_Bsu_TripleSILAC_WTPtkAPtpZReplicate3_GeLC_F06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20121206_VR_Bsu_TripleSILAC_WTPtkAPtpZReplicate3_GeLC_F06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20121222_BoSo_Bsubtilis_SuperSilac_EtOH_Rep2_GelC_CID_LysC_10mins_11	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	11	20121222_BoSo_Bsubtilis_SuperSilac_EtOH_Rep2_GelC_CID_LysC_10mins_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20121222_BoSo_Bsubtilis_SuperSilac_EtOH_Rep2_GelC_CID_LysC_10mins_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20121222_BoSo_Bsubtilis_SuperSilac_EtOH_Rep2_GelC_CID_LysC_10mins_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20130715_VR_phosphoEnrichmentTest_HAMMOCK_06	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	6	20130715_VR_phosphoEnrichmentTest_HAMMOCK_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20130715_VR_phosphoEnrichmentTest_HAMMOCK_06.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20130715_VR_phosphoEnrichmentTest_HAMMOCK_06.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20111028_BoZo_Bacillusphospho_PrpC_WT_14	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	14	20111028_BoZo_Bacillusphospho_PrpC_WT_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20111028_BoZo_Bacillusphospho_PrpC_WT_14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20111028_BoZo_Bacillusphospho_PrpC_WT_14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120413_BoSo_LysC_Bsubtilis_SuperSilac_LS_GelC_Slice15	bacillus subtilis subsp. subtilis str. 168	not available	not applicable	not available	enrichment of phosphorylated protein	1	20120413_BoSo_LysC_Bsubtilis_SuperSilac_LS_GelC_Slice15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=ltq orbitrap xl;AC=MS:1000556	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	0.5 Da	0.5 Da	high-ph reversed-phase chromatography (hphrp)	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	20120413_BoSo_LysC_Bsubtilis_SuperSilac_LS_GelC_Slice15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008860/20120413_BoSo_LysC_Bsubtilis_SuperSilac_LS_GelC_Slice15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
