source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
WT1-PRM	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT1-PRM.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
K1-PRM	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	K1-PRM.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
dda-5	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1-dda-5	dda-5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
K2	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	K2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT2	Escherichia coli	not available	not available	2	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
dda-3	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1-dda-3	dda-3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
K3	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	K3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT3	Escherichia coli	not available	not available	3	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT3-PRM	Escherichia coli	not available	not available	3	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT3-PRM.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
WT2-PRM	Escherichia coli	not available	not available	2	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	WT2-PRM.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
