source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
QEHF_181122_100-_1_.msf	QEHF_181122_100-_1_.msf	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_100-_1_.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_100-_1_.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_100	QEHF_181122_100	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_100	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_39.msf	QEHF_181122_39.msf	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_39.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_39.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_39	QEHF_181122_39	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_39	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_40.msf	QEHF_181122_40.msf	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_40.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_40.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_40	QEHF_181122_40	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_40	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_42.msf	QEHF_181122_42.msf	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_42.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_42.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_42	QEHF_181122_42	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_42	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_45.msf	QEHF_181122_45.msf	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_45.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_45.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
QEHF_181122_45	QEHF_181122_45	Streptococcus oralis	not available	not applicable	Lichen planus	METATAXONOMIC_AND_METAPROTEOMIC_PROFILING_OF_THE_ORAL_MICROBIOME_IN_ORAL_LICHEN_PLANUS	not available	not available	not available	not available	not available	not available	1	QEHF_181122_45	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	QEHF_181122_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
