source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level2_20131121	acinetobacter baumannii	not available	not applicable	not available	1	Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level2_20131121	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level2_20131121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level2_20131121.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
S2	acinetobacter baumannii	not available	not applicable	not available	1	S2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	S2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/S2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SK17S-2	acinetobacter baumannii	not available	not applicable	not available	2	SK17S-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	SK17S-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/SK17S-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
AB-17R-F5	acinetobacter baumannii	not available	not applicable	not available	1	AB-17R-F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	5	1	AB-17R-F5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/AB-17R-F5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
R4	acinetobacter baumannii	not available	not applicable	not available	1	R4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	R4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/R4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level1_20131023	acinetobacter baumannii	not available	not applicable	not available	1	Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level1_20131023	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level1_20131023.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level1_20131023.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
S3	acinetobacter baumannii	not available	not applicable	not available	1	S3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	S3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/S3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
RT	acinetobacter baumannii	not available	not applicable	not available	1	RT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	RT.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/RT.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
AB-17R-F4	acinetobacter baumannii	not available	not applicable	not available	1	AB-17R-F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	4	1	AB-17R-F4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/AB-17R-F4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120604S1P01	acinetobacter baumannii	not available	not applicable	not available	1	20120604S1P01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120604S1P01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120604S1P01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Chichi-service-phospho-A-baumannii-Sk17-S-EtOH-level2_20131007	acinetobacter baumannii	not available	not applicable	not available	1	Chichi-service-phospho-A-baumannii-Sk17-S-EtOH-level2_20131007	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Chichi-service-phospho-A-baumannii-Sk17-S-EtOH-level2_20131007.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/Chichi-service-phospho-A-baumannii-Sk17-S-EtOH-level2_20131007.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
17R-1	acinetobacter baumannii	not available	not applicable	not available	1	17R-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	17R-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/17R-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SK17-R-1	acinetobacter baumannii	not available	not applicable	not available	1	SK17-R-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	SK17-R-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/SK17-R-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
AB-17S-F2	acinetobacter baumannii	not available	not applicable	not available	1	AB-17S-F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	2	1	AB-17S-F2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/AB-17S-F2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
17R-3	acinetobacter baumannii	not available	not applicable	not available	3	17R-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	17R-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/17R-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SK17R-3	acinetobacter baumannii	not available	not applicable	not available	3	SK17R-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	SK17R-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/SK17R-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120530R2A01	acinetobacter baumannii	not available	not applicable	not available	1	20120530R2A01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120530R2A01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120530R2A01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120530S2A01	acinetobacter baumannii	not available	not applicable	not available	1	20120530S2A01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120530S2A01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120530S2A01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120530S302	acinetobacter baumannii	not available	not applicable	not available	1	20120530S302	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120530S302.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120530S302.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level2_20131007	acinetobacter baumannii	not available	not applicable	not available	1	Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level2_20131007	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level2_20131007.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/Chichi-service-phospho-A-baumannii-Sk17-S-PBS-level2_20131007.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level1_20131121	acinetobacter baumannii	not available	not applicable	not available	1	Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level1_20131121	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level1_20131121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/Chichi-service-phospho-A-baumannii-Sk17-R-EtOH-level1_20131121.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120521S201	acinetobacter baumannii	not available	not applicable	not available	1	20120521S201	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120521S201.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120521S201.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
17S-1	acinetobacter baumannii	not available	not applicable	not available	1	17S-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	17S-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/17S-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120521S101	acinetobacter baumannii	not available	not applicable	not available	1	20120521S101	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120521S101.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120521S101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120521R301	acinetobacter baumannii	not available	not applicable	not available	1	20120521R301	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120521R301.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120521R301.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120601S3P01	acinetobacter baumannii	not available	not applicable	not available	1	20120601S3P01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120601S3P01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120601S3P01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
ST	acinetobacter baumannii	not available	not applicable	not available	1	ST	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	ST.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/ST.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120530S1A01	acinetobacter baumannii	not available	not applicable	not available	1	20120530S1A01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120530S1A01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120530S1A01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120604R2P01	acinetobacter baumannii	not available	not applicable	not available	1	20120604R2P01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120604R2P01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120604R2P01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
17S-FT-1	acinetobacter baumannii	not available	not applicable	not available	1	17S-FT-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	17S-FT-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/17S-FT-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
Chichi-service-phospho-A-baumannii-Sk17-R-PBS-level1_20131121	acinetobacter baumannii	not available	not applicable	not available	1	Chichi-service-phospho-A-baumannii-Sk17-R-PBS-level1_20131121	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Chichi-service-phospho-A-baumannii-Sk17-R-PBS-level1_20131121.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/Chichi-service-phospho-A-baumannii-Sk17-R-PBS-level1_20131121.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
20120521S302	acinetobacter baumannii	not available	not applicable	not available	1	20120521S302	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20120521S302.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002033/20120521S302.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
