source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
RO-CS-481_250823_CaiD_YW_F17	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F21	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F2	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F16	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F10	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F20	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F14	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F12	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F22	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F8	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F1	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F4	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
RO-CS-481_250823_CaiD_YW_F19	Homo sapiens	Epithelial cell of proximal tubule	not available	not available	not available	1	RO-CS-481_250823_CaiD_YW_F19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-481_250823_CaiD_YW_F19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	Epithelial cell of proximal tubule
