source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
RO-CS-LE-210813-ORourkeB-DF-1	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-10	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-10E	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-10E	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-10E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-11	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-11E	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-11E	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-11E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-12	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-13	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-14	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-14	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-15	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-15	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
RO-CS-LE-210813-ORourkeB-DF-16	Cavia porcellus	Heart ventricle	1	RO-CS-LE-210813-ORourkeB-DF-16	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	RO-CS-LE-210813-ORourkeB-DF-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Heart ventricle
