source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PRIDE_Exp_Complete_Ac_16372.pride	Saccharomyces cerevisiae	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_16372.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_16372.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000376/generated/PRIDE_Exp_Complete_Ac_16372.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_16373.pride	Saccharomyces cerevisiae	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_16373.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	NT=LTQ Orbitrap;AC=MS:1000449	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	PRIDE_Exp_Complete_Ac_16373.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000376/generated/PRIDE_Exp_Complete_Ac_16373.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
