source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PA_210205_L1	Saccharomyces cerevisiae	not available	not available	1	PA_210205_L1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210205_L1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210205_L2	Saccharomyces cerevisiae	not available	not available	1	PA_210205_L2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210205_L2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210205_L3	Saccharomyces cerevisiae	not available	not available	1	PA_210205_L3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210205_L3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210205_L4	Saccharomyces cerevisiae	not available	not available	1	PA_210205_L4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210205_L4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210205_L5	Saccharomyces cerevisiae	not available	not available	1	PA_210205_L5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210205_L5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_Wt25_1	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_Wt25_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_Wt25_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_Wt25_2	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_Wt25_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_Wt25_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_Wt25_3	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_Wt25_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_Wt25_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_Wt41_1	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_Wt41_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_Wt41_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_Wt41_2	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_Wt41_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_Wt41_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_Wt41_3	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_Wt41_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_Wt41_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hup2.1-25_2	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hup2.1-25_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hup2.1-25_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.1-25_1	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.1-25_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.1-25_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.1-25_3	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.1-25_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.1-25_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.1-41_1	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.1-41_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.1-41_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.1-41_2	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.1-41_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.1-41_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.1-41_3	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.1-41_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.1-41_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.3-25_1	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.3-25_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.3-25_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.3-25_2	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.3-25_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.3-25_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.3-25_3	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.3-25_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.3-25_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.3-41_1	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.3-41_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.3-41_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.3-41_2	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.3-41_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.3-41_2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
PA_210206_SWATH_hyp2.3-41_3	Saccharomyces cerevisiae	not available	not available	1	PA_210206_SWATH_hyp2.3-41_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=TripleTOF 6600;AC=MS:1002533	NT=Trypsin;AC=MS:1001251	1	1	PA_210206_SWATH_hyp2.3-41_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
