source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Singer_BGWC_8plex_01_9May13_Methow_13-02-13.pride	Singer_BGWC_8plex_01_9May13_Methow_13-02-13.pride	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_01_9May13_Methow_13-02-13.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_01_9May13_Methow_13-02-13.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_01_9May13_Methow_13-02-13	Singer_BGWC_8plex_01_9May13_Methow_13-02-13	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_01_9May13_Methow_13-02-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_01_9May13_Methow_13-02-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_02_9May13_Methow_13-02-13.pride	Singer_BGWC_8plex_02_9May13_Methow_13-02-13.pride	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_02_9May13_Methow_13-02-13.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_02_9May13_Methow_13-02-13.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_02_9May13_Methow_13-02-13	Singer_BGWC_8plex_02_9May13_Methow_13-02-13	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_02_9May13_Methow_13-02-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_02_9May13_Methow_13-02-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_03_14May13_Methow_13-02-13.pride	Singer_BGWC_8plex_03_14May13_Methow_13-02-13.pride	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_03_14May13_Methow_13-02-13.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_03_14May13_Methow_13-02-13.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_03_14May13_Methow_13-02-13	Singer_BGWC_8plex_03_14May13_Methow_13-02-13	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_03_14May13_Methow_13-02-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_03_14May13_Methow_13-02-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_04_9May13_Methow_13-02-13.pride	Singer_BGWC_8plex_04_9May13_Methow_13-02-13.pride	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_04_9May13_Methow_13-02-13.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_04_9May13_Methow_13-02-13.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_04_9May13_Methow_13-02-13	Singer_BGWC_8plex_04_9May13_Methow_13-02-13	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_04_9May13_Methow_13-02-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_04_9May13_Methow_13-02-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_05_9May13_Methow_13-02-13.pride	Singer_BGWC_8plex_05_9May13_Methow_13-02-13.pride	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_05_9May13_Methow_13-02-13.pride	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_05_9May13_Methow_13-02-13.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
Singer_BGWC_8plex_05_9May13_Methow_13-02-13	Singer_BGWC_8plex_05_9May13_Methow_13-02-13	Homo sapiens	Culture supernatant	not applicable	not available	Crystalline_cellulose_hydrolysis_in_microbial_communities_via_actinobacterial_glycoside_hydrolase_family_12	Culture supernatant	Culture supernatant	not available	not available	not available	not available	1	Singer_BGWC_8plex_05_9May13_Methow_13-02-13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	Singer_BGWC_8plex_05_9May13_Methow_13-02-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Culture supernatant
