source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_01	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_02	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_IFN_P62_01	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_IFN_P62_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_IFN_P62_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_02	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_03	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_01	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_04	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_04	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_C_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_IFN_P62_04	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_IFN_P62_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_IFN_P62_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_03	Homo sapiens	Not available	not available	not available	not available	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	1	1	20240917_AST0_NEO4_SCL-IAH_collab_AKLL_IP_DIA_C_P62_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Not available
