source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
160209_OV3_P5_SK_JHa_373-Pe3_01	160209_OV3_P5_SK_JHa_373-Pe3_01	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_02	160209_OV3_P5_SK_JHa_373-Pe3_02	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_03	160209_OV3_P5_SK_JHa_373-Pe3_03	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_04	160209_OV3_P5_SK_JHa_373-Pe3_04	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_05	160209_OV3_P5_SK_JHa_373-Pe3_05	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_06	160209_OV3_P5_SK_JHa_373-Pe3_06	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_07	160209_OV3_P5_SK_JHa_373-Pe3_07	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_08	160209_OV3_P5_SK_JHa_373-Pe3_08	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_09	160209_OV3_P5_SK_JHa_373-Pe3_09	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
160209_OV3_P5_SK_JHa_373-Pe3_10	160209_OV3_P5_SK_JHa_373-Pe3_10	metagenome	not available	not applicable	not available	Methanosaeta_and_Candidatus_Velamenicoccus_archaeovorus	not available	not available	not available	not available	not available	not available	1	160209_OV3_P5_SK_JHa_373-Pe3_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	160209_OV3_P5_SK_JHa_373-Pe3_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
