source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Escherichia coli	not available	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	a27003.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	1	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Escherichia coli	not available	not available	1	not available	Assay2	proteomic profiling by mass spectrometry	1	a27120.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	2	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Escherichia coli	not available	not available	1	not available	Assay3	proteomic profiling by mass spectrometry	1	a27006.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	3	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Escherichia coli	not available	not available	1	not available	Assay4	proteomic profiling by mass spectrometry	1	xb02325.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	not applicable	NT=label free sample;AC=MS:1002038	4	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Escherichia coli	not available	not available	1	not available	Assay5	proteomic profiling by mass spectrometry	1	a26996.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	5	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Escherichia coli	not available	not available	1	not available	Assay6	proteomic profiling by mass spectrometry	1	a27121.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	6	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Escherichia coli	not available	not available	1	not available	Assay7	proteomic profiling by mass spectrometry	1	xb03709.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap exploris 480;AC=MS:1003028	not applicable	NT=label free sample;AC=MS:1002038	7	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Escherichia coli	not available	not available	1	not available	Assay8	proteomic profiling by mass spectrometry	1	a27127.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	8	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Escherichia coli	not available	not available	1	not available	Assay9	proteomic profiling by mass spectrometry	1	a27114.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	9	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Escherichia coli	not available	not available	1	not available	Assay10	proteomic profiling by mass spectrometry	1	a27115.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	10	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample11	Escherichia coli	not available	not available	1	not available	Assay11	proteomic profiling by mass spectrometry	1	a27005.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	11	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
Sample12	Escherichia coli	not available	not available	1	not available	Assay12	proteomic profiling by mass spectrometry	1	a27124.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	not applicable	NT=label free sample;AC=MS:1002038	12	not applicable	50 ppm	0.03 Da	not available	NT=ms-proteomics;VV=v1.1.0
