source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample 1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	1	LUX-MS_Antibody_DIA_CD166andCD20_Control_r3.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	2	LUX-MS_Antibody_DIA_CD166andCD20_Control_r2.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	3	LUX-MS_Antibody_DIA_CD166andCD20_Control_r1.raw	v1.1.0	NT=data-independent acquisition;AC=MS:1003215	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	1	LUX-MS_Antibody_DDA_CD20_timecourse_3.0min.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	2	LUX-MS_Antibody_DDA_CD20_timecourse_2.0min.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	3	LUX-MS_Antibody_DDA_CD20_timecourse_0.0min_r3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	4	LUX-MS_Antibody_DDA_CD20_timecourse_0.0min_r1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	5	LUX-MS_Antibody_DDA_CD20_timecourse_1.0min.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	6	LUX-MS_Antibody_DDA_CD20_timecourse_5.0min.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Sample 2	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	7	LUX-MS_Antibody_DDA_CD20_timecourse_0.0min_r2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	0.02 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
