source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
240214_astro_ART3_B7	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART3_rep2_B7_1_7049	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_ART3_rep2_B7_1_7049.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_ART4_B8	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART4_rep1_B8_1_7052	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_ART4_rep1_B8_1_7052.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_ART4_B8	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_ART4_rep2_B8_1_7053	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_ART4_rep2_B8_1_7053.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV1_C1	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV1_rep1_C1_1_7056	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIV1_rep1_C1_1_7056.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV1_C1	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV1_rep2_C1_1_7057	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIV1_rep2_C1_1_7057.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV2_C2	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV2_rep1_C2_1_7060	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIV2_rep1_C2_1_7060.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV2_C2	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV2_rep2_C2_1_7061	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIV2_rep2_C2_1_7061.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV3_C3	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV3_rep1_C3_1_7064	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIV3_rep1_C3_1_7064.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV3_C3	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV3_rep2_C3_1_7065	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIV3_rep2_C3_1_7065.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV4_C4	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV4_rep1_C4_1_7068	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIV4_rep1_C4_1_7068.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIV4_C4	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIV4_rep2_C4_1_7069	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIV4_rep2_C4_1_7069.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART1_C5	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART1_rep1_C5_1_7072	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIVART1_rep1_C5_1_7072.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART1_C5	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART1_rep2_C5_1_7073	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIVART1_rep2_C5_1_7073.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART2_C6	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART2_rep1_C6_1_7076	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIVART2_rep1_C6_1_7076.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART2_C6	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART2_rep2_C6_1_7077	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIVART2_rep2_C6_1_7077.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART3_C7	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART3_rep1_C7_1_7080	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIVART3_rep1_C7_1_7080.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART3_C7	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART3_rep2_C7_1_7081	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIVART3_rep2_C7_1_7081.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART4_C8	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART4_rep1_C8_1_7084	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_HIVART4_rep1_C8_1_7084.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_HIVART4_C8	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_HIVART4_rep2_C8_1_7085	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_HIVART4_rep2_C8_1_7085.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle1_B1	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle1_rep1_B1_1_7024	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_Vehicle1_rep1_B1_1_7024.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle1_B1	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle1_rep2_B1_1_7025	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_Vehicle1_rep2_B1_1_7025.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle2_B2	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle2_rep1_B2_1_7028	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_Vehicle2_rep1_B2_1_7028.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle2_B2	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle2_rep2_B2_1_7029	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_Vehicle2_rep2_B2_1_7029.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle3_B3	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle3_rep1_B3_1_7032	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_Vehicle3_rep1_B3_1_7032.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle3_B3	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle3_rep2_B3_1_7033	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_Vehicle3_rep2_B3_1_7033.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle4_B4	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle4_rep1_B4_1_7036	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_astro_Vehicle4_rep1_B4_1_7036.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_astro_Vehicle4_B4	Homo sapiens	blood brain barrier	astrocyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_astro_Vehicle4_rep2_B4_1_7037	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_astro_Vehicle4_rep2_B4_1_7037.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	astrocyte
240214_pericyte_ART1_D5	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART1_rep1_D5_1_7104	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_ART1_rep1_D5_1_7104.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_ART1_D5	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART1_rep2_D5_1_7105	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_ART1_rep2_D5_1_7105.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_ART2_D6	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART2_rep1_D6_1_7108	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_ART2_rep1_D6_1_7108.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_ART2_D6	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART2_rep2_D6_1_7109	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_ART2_rep2_D6_1_7109.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_ART3_D7	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART3_rep1_D7_1_7112	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_ART3_rep1_D7_1_7112.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_ART3_D7	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART3_rep2_D7_1_7113	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	2	240214_pericyte_ART3_rep2_D7_1_7113.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
240214_pericyte_ART4_D8	Homo sapiens	blood brain barrier	pericyte	normal	adult	not available	not available	not available	not applicable	cell	1	run 240214_pericyte_ART4_rep1_D8_1_7116	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=diaPASEF;AC=PRIDE:0000650	NT=timsTOF fleX;AC=MS:1003124	label free sample	NT=Trypsin;AC=MS:1001251	NT=Methylthio;MT=Fixed;TA=C;AC=UNIMOD:39	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	1	1	240214_pericyte_ART4_rep1_D8_1_7116.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	pericyte
