source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	Characteristics	Assay name	RESULT	Instrument	factor value[organism part]
K.variicola_ctrl1	Klebsiella sp. 'medkleb'	not available	1	K.variicola_ctrl1	proteomic profiling by mass spectrometry	K.variicola_ctrl1.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	1	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Control	K.variicola_ctrl1	K.variicola_ctrl1.mzIdentML	Q Exactive	not available
K.variicola_ctrl2	Klebsiella sp. 'medkleb'	not available	1	K.variicola_ctrl2	proteomic profiling by mass spectrometry	K.variicola_ctrl2.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Control	K.variicola_ctrl2	K.variicola_ctrl2.mzIdentML	Q Exactive	not available
K.variicola_ctrl3	Klebsiella sp. 'medkleb'	not available	1	K.variicola_ctrl3	proteomic profiling by mass spectrometry	K.variicola_ctrl3.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Control	K.variicola_ctrl3	K.variicola_ctrl3.mzIdentML	Q Exactive	not available
K.variicola_BEO1	Klebsiella sp. 'medkleb'	not available	1	K.variicola_BEO1	proteomic profiling by mass spectrometry	K.variicola_BEO1.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Treated	K.variicola_BEO1	K.variicola_BEO1.mzIdentML	Q Exactive	not available
K.variicola_BEO2	Klebsiella sp. 'medkleb'	not available	1	K.variicola_BEO2	proteomic profiling by mass spectrometry	K.variicola_BEO2.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Treated	K.variicola_BEO2	K.variicola_BEO2.mzIdentML	Q Exactive	not available
K.variicola_BEO3	Klebsiella sp. 'medkleb'	not available	1	K.variicola_BEO3	proteomic profiling by mass spectrometry	K.variicola_BEO3.raw	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Treated	K.variicola_BEO3	K.variicola_BEO3.mzIdentML	Q Exactive	not available
