source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[quenching reagent]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_2_58_28_AM_FileSize_846222756_Byte_F009771.mzid.gz	proteomic profiling by mass spectrometry	2022_2_58_28_AM_FileSize_846222756_Byte_F009771.mzid.gz	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_2_58_28_AM_FileSize_846222756_Byte_F009771.mzid_2022_2_58_28_AM_File_Size__846222756__Byte__F009771.MGF	proteomic profiling by mass spectrometry	2022_2_58_28_AM_FileSize_846222756_Byte_F009771.mzid_2022_2_58_28_AM_File_Size__846222756__Byte__F009771.MGF	1	2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_5_02_01_AM_FileSize_662636563_Byte_F010297.mzid.gz	proteomic profiling by mass spectrometry	2022_5_02_01_AM_FileSize_662636563_Byte_F010297.mzid.gz	1	3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_5_02_01_AM_FileSize_662636563_Byte_F010297.mzid_2022_5_02_01_AM_File_Size__662636563__Byte__F010297.MGF	proteomic profiling by mass spectrometry	2022_5_02_01_AM_FileSize_662636563_Byte_F010297.mzid_2022_5_02_01_AM_File_Size__662636563__Byte__F010297.MGF	1	4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_7_32_54_PM_FileSize_500998639_Byte_F010303.mzid.gz	proteomic profiling by mass spectrometry	2022_7_32_54_PM_FileSize_500998639_Byte_F010303.mzid.gz	1	5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_7_32_54_PM_FileSize_500998639_Byte_F010303.mzid_2022_7_32_54_PM_File_Size__500998639__Byte__F010303.MGF	proteomic profiling by mass spectrometry	2022_7_32_54_PM_FileSize_500998639_Byte_F010303.mzid_2022_7_32_54_PM_File_Size__500998639__Byte__F010303.MGF	1	6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_7_35_46_AM_FileSize_794949236_Byte_F009769.mzid.gz	proteomic profiling by mass spectrometry	2022_7_35_46_AM_FileSize_794949236_Byte_F009769.mzid.gz	1	7	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2022_7_35_46_AM_FileSize_794949236_Byte_F009769.mzid_2022_7_35_46_AM_File_Size__794949236__Byte__F009769.MGF	proteomic profiling by mass spectrometry	2022_7_35_46_AM_FileSize_794949236_Byte_F009769.mzid_2022_7_35_46_AM_File_Size__794949236__Byte__F009769.MGF	1	8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2023_12_15_11_AM_FileSize_1380630557_Byte_F012916.mzid	proteomic profiling by mass spectrometry	2023_12_15_11_AM_FileSize_1380630557_Byte_F012916.mzid	1	9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD042282-sample	entamoeba histolytica hm-1:imss	not applicable	not applicable	not applicable	1	synthetic	reference	not available	not available	not available	not available	2023_12_15_11_AM_FileSize_1380630557_Byte_F012916.mzid_2023_12_15_11_AM_File_Size__1380630557__Byte__F012916.MGF	proteomic profiling by mass spectrometry	2023_12_15_11_AM_FileSize_1380630557_Byte_F012916.mzid_2023_12_15_11_AM_File_Size__1380630557__Byte__F012916.MGF	1	10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not available	cross-linking mass spectrometry	NT=unknown crosslinker;AC=XLMOD:00000	not available	not available	not available	not available	not available	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
