source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PJS20141215_pY20-25	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	25	PJS20141215_pY20-25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141215_pY20-25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141215_pY20-25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100206_SU8686_n1_CID15_5	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	5	Emily_100206_SU8686_n1_CID15_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100206_SU8686_n1_CID15_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100206_SU8686_n1_CID15_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141115_pY100-4	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	4	PJS20141115_pY100-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141115_pY100-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141115_pY100-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141208_pY100-23	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	23	PJS20141208_pY100-23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141208_pY100-23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141208_pY100-23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141215_pY20-29	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	29	PJS20141215_pY20-29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141215_pY20-29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141215_pY20-29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-3	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	3	PJS20141121_pY20-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-14	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	14	PJS20141121_pY20-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141115_pY100-8	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	8	PJS20141115_pY100-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141115_pY100-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141115_pY100-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141208_pY100-32	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	32	PJS20141208_pY100-32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141208_pY100-32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141208_pY100-32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-13	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	13	PJS20141121_pY20-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100124_PANC0403_n2_CID15_14	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	14	Emily_100124_PANC0403_n2_CID15_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100124_PANC0403_n2_CID15_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100124_PANC0403_n2_CID15_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100206_Capan2_n1_CID15_20	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	20	Emily_100206_Capan2_n1_CID15_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100206_Capan2_n1_CID15_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100206_Capan2_n1_CID15_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-10	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	10	PJS20141121_pY20-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-16	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	16	PJS20141121_pY20-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141208_pY100-22	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	22	PJS20141208_pY100-22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141208_pY100-22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141208_pY100-22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100124_HPAC_n2_CID15_8	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	8	Emily_100124_HPAC_n2_CID15_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100124_HPAC_n2_CID15_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100124_HPAC_n2_CID15_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141115_pY100-10	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	10	PJS20141115_pY100-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141115_pY100-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141115_pY100-10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-5	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	5	PJS20141121_pY20-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
20100421_Panc1_n2_Orbi	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	1	20100421_Panc1_n2_Orbi	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	20100421_Panc1_n2_Orbi.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/20100421_Panc1_n2_Orbi.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100206_BxPC3_n1_CID15_4	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	4	Emily_100206_BxPC3_n1_CID15_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100206_BxPC3_n1_CID15_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100206_BxPC3_n1_CID15_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141208_pY100-18	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	18	PJS20141208_pY100-18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141208_pY100-18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141208_pY100-18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141121_pY20-8	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	8	PJS20141121_pY20-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141121_pY20-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141121_pY20-8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100124_SU8686_n2_CID15_5	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	5	Emily_100124_SU8686_n2_CID15_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100124_SU8686_n2_CID15_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100124_SU8686_n2_CID15_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
PJS20141115_pY100-11	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	11	PJS20141115_pY100-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PJS20141115_pY100-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/PJS20141115_pY100-11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
Emily_100206_PANC0504_n1_CID15_15	homo sapiens	Pancreatic cell line	not applicable	pancreatic cancer	15	Emily_100206_PANC0504_n1_CID15_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=q exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Emily_100206_PANC0504_n1_CID15_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/06/PXD003198/Emily_100206_PANC0504_n1_CID15_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Pancreatic cell line
