source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
20190510_QX2_SeVW_SA_LCC_CSF_sample_1	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_10	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_100	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_100	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_100.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_101	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_102	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_102	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_102.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_103	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_103	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_103.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_104	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_104	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_104.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_105	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_105	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_106	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_106	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20190510_QX2_SeVW_SA_LCC_CSF_sample_107	Homo sapiens	Cerebrospinal fluid	FILL:disease	FILL:biological replicate	20190510_QX2_SeVW_SA_LCC_CSF_sample_107	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	FILL:cleavage agent details	1	1	20190510_QX2_SeVW_SA_LCC_CSF_sample_107.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
