source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Escherichia_coli_WT1_1	Escherichia coli	cell	not available	1	not available	Escherichia_coli_WT1_1	proteomic profiling by mass spectrometry	1	T858_20140603_WT1_1_5-40_120min_1300nLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_WT1_2	Escherichia coli	cell	not available	1	not available	Escherichia_coli_WT1_2	proteomic profiling by mass spectrometry	2	T860_20140605_WT1_2_5-40_120min_200cpsTh_3uLinj_2.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_WT2_1	Escherichia coli	cell	not available	2	not available	Escherichia_coli_WT2_1	proteomic profiling by mass spectrometry	1	T861_20140610_WT2_1_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_WT2_2	Escherichia coli	cell	not available	2	not available	Escherichia_coli_WT2_2	proteomic profiling by mass spectrometry	2	T862_20140606_WT2_2_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_del_rlm_C_1_1	Escherichia coli	cell	not available	3	not available	Escherichia_coli_del_rlm_C_1_1	proteomic profiling by mass spectrometry	1	T863_20140614_del_rlm_C_1_1_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_del_rlm_C_1_2	Escherichia coli	cell	not available	3	not available	Escherichia_coli_del_rlm_C_1_2	proteomic profiling by mass spectrometry	2	T864_20140614_del_rlm_C_1_2_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_del_rlm_C_2_1	Escherichia coli	cell	not available	3	not available	Escherichia_coli_del_rlm_C_2_1	proteomic profiling by mass spectrometry	1	T865_20140614_del_rlm_C_2_1_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_del_rlm_C_2_2	Escherichia coli	cell	not available	3	not available	Escherichia_coli_del_rlm_C_2_2	proteomic profiling by mass spectrometry	2	T866_20140614_del_rlm_C_2_2_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_del_rlm_E_1_1	Escherichia coli	cell	not available	4	not available	Escherichia_coli_del_rlm_E_1_1	proteomic profiling by mass spectrometry	1	T867_20140618_del_rlm_E_1_1_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_del_rlm_E_1_2	Escherichia coli	cell	not available	4	not available	Escherichia_coli_del_rlm_E_1_2	proteomic profiling by mass spectrometry	2	T868_20140618_del_rlm_E_1_2_5-40_120min_200cpsTh_3uLinj_1.wiff	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=tripletof 5600+;AC=MS:1002584	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
