source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20230418_HF2_03_UN_Brain_TMT_F3	Mesocricetus auratus	Brain	1	20230418_HF2_03_UN_Brain_TMT_F3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_03_UN_Brain_TMT_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_04_UN_Brain_TMT_F4	Mesocricetus auratus	Brain	1	20230418_HF2_04_UN_Brain_TMT_F4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_04_UN_Brain_TMT_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_02_UN_Brain_TMT_F2	Mesocricetus auratus	Brain	1	20230418_HF2_02_UN_Brain_TMT_F2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_02_UN_Brain_TMT_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_12_UN_Brain_TMT_F12	Mesocricetus auratus	Brain	1	20230418_HF2_12_UN_Brain_TMT_F12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_12_UN_Brain_TMT_F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_11_UN_Brain_TMT_F11	Mesocricetus auratus	Brain	1	20230418_HF2_11_UN_Brain_TMT_F11	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_11_UN_Brain_TMT_F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_01_UN_Brain_TMT_F1	Mesocricetus auratus	Brain	1	20230418_HF2_01_UN_Brain_TMT_F1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_01_UN_Brain_TMT_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_05_UN_Brain_TMT_F5	Mesocricetus auratus	Brain	1	20230418_HF2_05_UN_Brain_TMT_F5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_05_UN_Brain_TMT_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_08_UN_Brain_TMT_F8	Mesocricetus auratus	Brain	1	20230418_HF2_08_UN_Brain_TMT_F8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_08_UN_Brain_TMT_F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_07_UN_Brain_TMT_F7	Mesocricetus auratus	Brain	1	20230418_HF2_07_UN_Brain_TMT_F7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_07_UN_Brain_TMT_F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_06_UN_Brain_TMT_F6	Mesocricetus auratus	Brain	1	20230418_HF2_06_UN_Brain_TMT_F6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_06_UN_Brain_TMT_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_09_UN_Brain_TMT_F9	Mesocricetus auratus	Brain	1	20230418_HF2_09_UN_Brain_TMT_F9	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_09_UN_Brain_TMT_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
20230418_HF2_10_UN_Brain_TMT_F10	Mesocricetus auratus	Brain	1	20230418_HF2_10_UN_Brain_TMT_F10	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	1	1	20230418_HF2_10_UN_Brain_TMT_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Brain
