source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
00850_B01_P007079_S00_T00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00850_B01_P007079_S00_T00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00850_B01_P007079_S00_T00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00850_B01_P007079_S00_T00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00776_B02_P006082_S00_Z00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00776_B02_P006082_S00_Z00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00776_B02_P006082_S00_Z00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00776_B02_P006082_S00_Z00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_A02_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_A02_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_A02_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_A02_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_D01_P006397_S00_N04_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_D01_P006397_S00_N04_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_D01_P006397_S00_N04_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_D01_P006397_S00_N04_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_C01_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_C01_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_C01_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_C01_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_D02_P007352_S00_N12_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_D02_P007352_S00_N12_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_D02_P007352_S00_N12_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_D02_P007352_S00_N12_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00730_C12_P005652_S00_T11_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00730_C12_P005652_S00_T11_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00730_C12_P005652_S00_T11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00730_C12_P005652_S00_T11_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_B02_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_B02_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_B02_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_B02_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_F02_P007352_S00_N14_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_F02_P007352_S00_N14_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_F02_P007352_S00_N14_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_F02_P007352_S00_N14_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_E03_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_E03_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_E03_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_E03_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00788_G01_P006081_Z00_I00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00788_G01_P006081_Z00_I00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00788_G01_P006081_Z00_I00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00788_G01_P006081_Z00_I00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_C02_P006397_S00_N11_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_C02_P006397_S00_N11_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_C02_P006397_S00_N11_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_C02_P006397_S00_N11_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00537_A01_P003953_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00537_A01_P003953_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00537_A01_P003953_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00537_A01_P003953_R1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_F03_P006161_Z00_N22_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_F03_P006161_Z00_N22_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_F03_P006161_Z00_N22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_F03_P006161_Z00_N22_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00838_E01_P006935_S00_T00_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00838_E01_P006935_S00_T00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00838_E01_P006935_S00_T00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00838_E01_P006935_S00_T00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_D03_P006161_Z00_N20_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_D03_P006161_Z00_N20_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_D03_P006161_Z00_N20_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_D03_P006161_Z00_N20_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_F03_P007352_S00_N22_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_F03_P007352_S00_N22_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_F03_P007352_S00_N22_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_F03_P007352_S00_N22_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_H02_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_H02_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_H02_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_H02_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00855_C02_P007340_S00_I00_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00855_C02_P007340_S00_I00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00855_C02_P007340_S00_I00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00855_C02_P007340_S00_I00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_D02_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_D02_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_D02_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_D02_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_H03_P006161_Z00_N24_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_H03_P006161_Z00_N24_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_H03_P006161_Z00_N24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_H03_P006161_Z00_N24_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00778_D01_P006161_Z00_N04_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00778_D01_P006161_Z00_N04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00778_D01_P006161_Z00_N04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00778_D01_P006161_Z00_N04_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_G01_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_G01_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_G01_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_G01_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00838_F01_P006936_S00_T00_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00838_F01_P006936_S00_T00_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00838_F01_P006936_S00_T00_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00838_F01_P006936_S00_T00_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_D01_P007352_S00_N04_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_D01_P007352_S00_N04_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_D01_P007352_S00_N04_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_D01_P007352_S00_N04_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00650_C01_P004943_B00_T01_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00650_C01_P004943_B00_T01_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00650_C01_P004943_B00_T01_R1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00650_C01_P004943_B00_T01_R1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00776_B03_P006083_S00_Z00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00776_B03_P006083_S00_Z00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00776_B03_P006083_S00_Z00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00776_B03_P006083_S00_Z00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00730_C11_P005652_S00_T03_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00730_C11_P005652_S00_T03_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00730_C11_P005652_S00_T03_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00730_C11_P005652_S00_T03_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_H02_P007352_S00_N16_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_H02_P007352_S00_N16_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_H02_P007352_S00_N16_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_H02_P007352_S00_N16_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
0077_F03_P006160_Z00_N00_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	0077_F03_P006160_Z00_N00_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	0077_F03_P006160_Z00_N00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/0077_F03_P006160_Z00_N00_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00791_A01_P006397_S00_N01_R2	Homo sapiens	Epithelial cell	not applicable	not available	1	00791_A01_P006397_S00_N01_R2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00791_A01_P006397_S00_N01_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00791_A01_P006397_S00_N01_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
00860_H01_P007352_S00_N08_R1	Homo sapiens	Epithelial cell	not applicable	not available	1	00860_H01_P007352_S00_N08_R1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	00860_H01_P007352_S00_N08_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/08/PXD001060/00860_H01_P007352_S00_N08_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Epithelial cell
