source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample_1	Escherichia coli	not available	not available	1	not available	Assay_1	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond114.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_2	Escherichia coli	not available	not available	1	not available	Assay_2	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond108.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_3	Escherichia coli	not available	not available	1	not available	Assay_3	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond010.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_4	Escherichia coli	not available	not available	1	not available	Assay_4	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond015.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_5	Escherichia coli	not available	not available	1	not available	Assay_5	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond002.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_6	Escherichia coli	not available	not available	1	not available	Assay_6	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond014.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_7	Escherichia coli	not available	not available	1	not available	Assay_7	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond105.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_8	Escherichia coli	not available	not available	1	not available	Assay_8	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond115.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_9	Escherichia coli	not available	not available	1	not available	Assay_9	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond001.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
Sample_10	Escherichia coli	not available	not available	1	not available	Assay_10	proteomic profiling by mass spectrometry	1	20211216MS231TMqcond112.wiff	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=tripletof 5600;AC=MS:1000932	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=variable modifications: methionine oxidation, acetylation of protein N termini
