source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
Run1_Ecol_15N_NH4CL_O2-_R1B_400ng.msf	Run1_Ecol_15N_NH4CL_O2-_R1B_400ng.msf	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R1B_400ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R1B_400ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R1B_400ng	Run1_Ecol_15N_NH4CL_O2-_R1B_400ng	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R1B_400ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R1B_400ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R2B_400ng.msf	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng.msf	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R2B_400ng	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1.msf	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1.msf	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R2B_400ng1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R3B_400ng.msf	Run1_Ecol_15N_NH4CL_O2-_R3B_400ng.msf	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R3B_400ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R3B_400ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2-_R3B_400ng	Run1_Ecol_15N_NH4CL_O2-_R3B_400ng	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2-_R3B_400ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2-_R3B_400ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2__extractioncontrol_400ng.msf	Run1_Ecol_15N_NH4CL_O2_extractioncontrol_400ng.msf	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2__extractioncontrol_400ng.msf	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2__extractioncontrol_400ng.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Run1_Ecol_15N_NH4CL_O2__extractioncontrol_400ng	Run1_Ecol_15N_NH4CL_O2_extractioncontrol_400ng	Escherichia coli	not available	not applicable	not available	Labeling_Escherichia_coli_to_saturation_with_2.5_of_15N_ammonium_in_two_conditions_aerobic_and_anaerobic_for_benchmarking_of_protein-based_stable_isotope_probing_proteomics_Protein-SIP	not available	not available	7.6, 0.1	not available	not available	not available	1	Run1_Ecol_15N_NH4CL_O2__extractioncontrol_400ng	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	not available	1	1	Run1_Ecol_15N_NH4CL_O2__extractioncontrol_400ng.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
