source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[sampling time]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]	factor value[sampling time]
prefrontal_cortex_CT22_rep2	Mus musculus	prefrontal cortex	not applicable	normal	adult	not available	not available	not available	CT22	tissue	2	run_36	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_12_DIA_PFC_CT22_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=prefrontal cortex;AC=UBERON:0000451	CT22
striatum_CT2_rep1	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT2	tissue	1	run_37	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_01_DIA_STR_CT2_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT2
striatum_CT2_rep2	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT2	tissue	2	run_38	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_02_DIA_STR_CT2_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT2
striatum_CT6_rep1	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT6	tissue	1	run_39	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_03_DIA_STR_CT6_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT6
striatum_CT6_rep2	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT6	tissue	2	run_40	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_04_DIA_STR_CT6_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT6
striatum_CT10_rep1	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT10	tissue	1	run_41	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_05_DIA_STR_CT10_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT10
striatum_CT10_rep2	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT10	tissue	2	run_42	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_06_DIA_STR_CT10_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT10
striatum_CT14_rep1	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT14	tissue	1	run_43	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_07_DIA_STR_CT14_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT14
striatum_CT14_rep2	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT14	tissue	2	run_44	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_08_DIA_STR_CT14_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT14
striatum_CT18_rep1	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT18	tissue	1	run_45	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_09_DIA_STR_CT18_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT18
striatum_CT18_rep2	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT18	tissue	2	run_46	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_10_DIA_STR_CT18_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT18
striatum_CT22_rep1	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT22	tissue	1	run_47	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_11_DIA_STR_CT22_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT22
striatum_CT22_rep2	Mus musculus	striatum	not applicable	normal	adult	not available	not available	not available	CT22	tissue	2	run_48	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241101_12_DIA_STR_CT22_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=striatum;AC=UBERON:0002435	CT22
midbrain_CT2_rep1	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT2	tissue	1	run_49	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_01_DIA_MB_CT2_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT2
midbrain_CT2_rep2	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT2	tissue	2	run_50	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_02_DIA_MB_CT2_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT2
midbrain_CT6_rep1	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT6	tissue	1	run_51	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_03_DIA_MB_CT6_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT6
midbrain_CT6_rep2	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT6	tissue	2	run_52	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_04_DIA_MB_CT6_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT6
midbrain_CT10_rep1	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT10	tissue	1	run_53	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_05_DIA_MB_CT10_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT10
midbrain_CT10_rep2	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT10	tissue	2	run_54	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_06_DIA_MB_CT10_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT10
midbrain_CT14_rep1	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT14	tissue	1	run_55	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_07_DIA_MB_CT14_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT14
midbrain_CT14_rep2	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT14	tissue	2	run_56	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_08_DIA_MB_CT14_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT14
midbrain_CT18_rep1	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT18	tissue	1	run_57	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_09_DIA_MB_CT18_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT18
midbrain_CT18_rep2	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT18	tissue	2	run_58	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_10_DIA_MB_CT18_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT18
midbrain_CT22_rep1	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT22	tissue	1	run_59	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_11_DIA_MB_CT22_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT22
midbrain_CT22_rep2	Mus musculus	midbrain	not applicable	normal	adult	not available	not available	not available	CT22	tissue	2	run_60	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_12_DIA_MB_CT22_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=midbrain;AC=UBERON:0001891	CT22
thalamic_complex_CT2_rep1	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT2	tissue	1	run_61	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_01_DIA_TH_CT2_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT2
thalamic_complex_CT2_rep2	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT2	tissue	2	run_62	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_02_DIA_TH_CT2_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT2
thalamic_complex_CT6_rep1	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT6	tissue	1	run_63	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_03_DIA_TH_CT6_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT6
thalamic_complex_CT6_rep2	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT6	tissue	2	run_64	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_04_DIA_TH_CT6_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT6
thalamic_complex_CT10_rep1	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT10	tissue	1	run_65	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_05_DIA_TH_CT10_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT10
thalamic_complex_CT10_rep2	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT10	tissue	2	run_66	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_06_DIA_TH_CT10_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT10
thalamic_complex_CT14_rep1	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT14	tissue	1	run_67	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_07_DIA_TH_CT14_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT14
thalamic_complex_CT14_rep2	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT14	tissue	2	run_68	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_08_DIA_TH_CT14_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT14
thalamic_complex_CT18_rep1	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT18	tissue	1	run_69	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_09_DIA_TH_CT18_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT18
thalamic_complex_CT18_rep2	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT18	tissue	2	run_70	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_10_DIA_TH_CT18_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT18
thalamic_complex_CT22_rep1	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT22	tissue	1	run_71	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_11_DIA_TH_CT22_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT22
thalamic_complex_CT22_rep2	Mus musculus	thalamic complex	not applicable	normal	adult	not available	not available	not available	CT22	tissue	2	run_72	proteomic profiling by mass spectrometry	NT=data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral;AC=MS:1003378	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	241102_12_DIA_TH_CT22_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=thalamic complex;AC=UBERON:0010225	CT22
