source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD015281-Sample-1	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep1_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep1_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-2	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep1_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep1_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-3	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep1_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-4	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep1_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep1_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-5	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep1_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep1_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-6	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep2_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-7	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep2_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-8	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep2_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-9	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep2_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep2_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD015281-Sample-10	Saccharomyces cerevisiae	not available	not available	1	GrowthCurve_2DLC_12hrs_rep2_F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	1	1	GrowthCurve_2DLC_12hrs_rep2_F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
