source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_Z-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26387_MS20-016_Ecoli_Z-t8.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_H-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26383_MS20-016_Ecoli_H-t4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AI-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26392_MS20-016_Ecoli_AI-t13.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AC-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26391_MS20-016_Ecoli_AC-t12.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AP-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26382_MS20-016_Ecoli_AP-t3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AA-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26384_MS20-016_Ecoli_AA-t5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_R-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26386_MS20-016_Ecoli_R-t7.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_Q-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26385_MS20-016_Ecoli_Q-t6.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_C-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26388_MS20-016_Ecoli_C-t9.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AE-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26380_MS20-016_Ecoli_AE-t1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_E-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26394_MS20-016_Ecoli_E-t15.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AN-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26381_MS20-016_Ecoli_AN-t2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_AH-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26390_MS20-016_Ecoli_AH-t11.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_I-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26389_MS20-016_Ecoli_I-t10.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
Ecoli_M-1	Escherichia coli	cell	not available	1	not available	proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Q26393_MS20-016_Ecoli_M-t14.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available
