source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[ms2 mass analyzer]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms min mz]	comment[ms max mz]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
CON1	Mus musculus	heart	normal	not available	tissue	mouse postnatal	C57BL/6J	not available	Bud23 fl/fl Mck-Cre-/-	1	20180405_RayD_PoolmanT_MV1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	28 NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	300m/z	1750m/z	1	1	20180405_RayD_PoolmanT_MV1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Bud23 fl/fl Mck-Cre-/-
KO1	Mus musculus	heart	dilated cardiomyopathy	not available	tissue	mouse postnatal	C57BL/6J	not available	Bud23 fl/fl Mck-Cre+/-	1	20180405_RayD_PoolmanT_MV2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	28 NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	300m/z	1750m/z	1	1	20180405_RayD_PoolmanT_MV2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Bud23 fl/fl Mck-Cre+/-
CON2	Mus musculus	heart	normal	not available	tissue	mouse postnatal	C57BL/6J	not available	Bud23 fl/fl Mck-Cre-/-	2	20180405_RayD_PoolmanT_MV3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	28 NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	300m/z	1750m/z	1	1	20180405_RayD_PoolmanT_MV3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Bud23 fl/fl Mck-Cre-/-
KO2	Mus musculus	heart	dilated cardiomyopathy	not available	tissue	mouse postnatal	C57BL/6J	not available	Bud23 fl/fl Mck-Cre+/-	2	20180405_RayD_PoolmanT_MV4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	28 NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	300m/z	1750m/z	1	1	20180405_RayD_PoolmanT_MV4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Bud23 fl/fl Mck-Cre+/-
CON3	Mus musculus	heart	normal	not available	tissue	mouse postnatal	C57BL/6J	not available	Bud23 fl/fl Mck-Cre-/-	3	20180405_RayD_PoolmanT_MV5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	28 NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	300m/z	1750m/z	1	1	20180405_RayD_PoolmanT_MV5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Bud23 fl/fl Mck-Cre-/-
KO3	Mus musculus	heart	dilated cardiomyopathy	not available	tissue	mouse postnatal	C57BL/6J	not available	Bud23 fl/fl Mck-Cre+/-	3	20180405_RayD_PoolmanT_MV6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=HCD;AC=PRIDE:0000590	28 NCE	NT=orbitrap;AC=MS:1000484	20 ppm	20 ppm	300m/z	1750m/z	1	1	20180405_RayD_PoolmanT_MV6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Bud23 fl/fl Mck-Cre+/-
