source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
R17158_1834_WT_S37P_nr1_Nter_28-32-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17158_1834_WT_S37P_nr1_Nter_28-32-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17158_1834_WT_S37P_nr1_Nter_28-32-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17158_1834_WT_S37P_nr1_Nter_28-32-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17175_1834_WT_S37P_nr1_Nter_24-28-10	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	10	R17175_1834_WT_S37P_nr1_Nter_24-28-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17175_1834_WT_S37P_nr1_Nter_24-28-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17175_1834_WT_S37P_nr1_Nter_24-28-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17155_1834_WT_S37P_nr1_Nter_28-32-5	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	5	R17155_1834_WT_S37P_nr1_Nter_28-32-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17155_1834_WT_S37P_nr1_Nter_28-32-5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17155_1834_WT_S37P_nr1_Nter_28-32-5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17153_1834_WT_S37P_nr1_Nter_28-32-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17153_1834_WT_S37P_nr1_Nter_28-32-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17153_1834_WT_S37P_nr1_Nter_28-32-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17153_1834_WT_S37P_nr1_Nter_28-32-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17151_1834_WT_S37P_nr1_Nter_28-32-1	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	R17151_1834_WT_S37P_nr1_Nter_28-32-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17151_1834_WT_S37P_nr1_Nter_28-32-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17151_1834_WT_S37P_nr1_Nter_28-32-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17282_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17282_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17282_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17282_1836_WT_hTERT_S37P_hTERT_nr1_Nter_20-24-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17445_1838_WT_S37P_nr2_Nter_24-28-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17445_1838_WT_S37P_nr2_Nter_24-28-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17445_1838_WT_S37P_nr2_Nter_24-28-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17445_1838_WT_S37P_nr2_Nter_24-28-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17244_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-4	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	4	R17244_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17244_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17244_1836_WT_hTERT_S37P_hTERT_nr1_Nter_28-32-4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17167_1834_WT_S37P_nr1_Nter_24-28-2	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	R17167_1834_WT_S37P_nr1_Nter_24-28-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17167_1834_WT_S37P_nr1_Nter_24-28-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17167_1834_WT_S37P_nr1_Nter_24-28-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17447_1838_WT_S37P_nr2_Nter_24-28-10	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	10	R17447_1838_WT_S37P_nr2_Nter_24-28-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17447_1838_WT_S37P_nr2_Nter_24-28-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17447_1838_WT_S37P_nr2_Nter_24-28-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17263_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-8	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	8	R17263_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17263_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-8.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17263_1836_WT_hTERT_S37P_hTERT_nr1_Nter_24-28-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17177_1834_WT_S37P_nr1_Nter_24-28-12	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	12	R17177_1834_WT_S37P_nr1_Nter_24-28-12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17177_1834_WT_S37P_nr1_Nter_24-28-12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17177_1834_WT_S37P_nr1_Nter_24-28-12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17432_1838_WT_S37P_nr2_Nter_28-32-10	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	10	R17432_1838_WT_S37P_nr2_Nter_28-32-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17432_1838_WT_S37P_nr2_Nter_28-32-10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17432_1838_WT_S37P_nr2_Nter_28-32-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17534_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-7	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	7	R17534_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17534_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17534_1840_WT-hTERT_S37P-hTERT_nr2_Nter_24-28-7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17514_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-2	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	2	R17514_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17514_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-2.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17514_1840_WT-hTERT_S37P-hTERT_nr2_Nter_28-32-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17181_1834_WT_S37P_nr1_Nter_20-24-1	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	1	R17181_1834_WT_S37P_nr1_Nter_20-24-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17181_1834_WT_S37P_nr1_Nter_20-24-1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17181_1834_WT_S37P_nr1_Nter_20-24-1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17185_1834_WT_S37P_nr1_Nter_20-24-5	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	5	R17185_1834_WT_S37P_nr1_Nter_20-24-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17185_1834_WT_S37P_nr1_Nter_20-24-5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17185_1834_WT_S37P_nr1_Nter_20-24-5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17455_1838_WT_S37P_nr2_Nter_20-24-3	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	3	R17455_1838_WT_S37P_nr2_Nter_20-24-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17455_1838_WT_S37P_nr2_Nter_20-24-3.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17455_1838_WT_S37P_nr2_Nter_20-24-3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
R17463_1838_WT_S37P_nr2_Nter_20-24-11	homo sapiens	skin	HeLa cell	not available	enrichment of phosphorylated protein	HeLa	CVCL_0030	HeLa	11	R17463_1838_WT_S37P_nr2_Nter_20-24-11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=orbitrap elite;AC=MS:1001910	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	dithiothreitol (dtt)	acrylamide (aa)	1	1	R17463_1838_WT_S37P_nr2_Nter_20-24-11.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/04/PXD001282/R17463_1838_WT_S37P_nr2_Nter_20-24-11.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=oncology-metadata;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	manual curation	skin
