source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[human leukocyte antigen]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]	factor value[human leukocyte antigen]
PXD019643-Sample-237	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 709	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170218_AM_AUT01-DN13_Tongue_W6-32_10%_DDA_2_400-650mz_msms16_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170218_AM_AUT01-DN13_Tongue_W6-32_10%_DDA_2_400-650mz_msms16_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-237	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 710	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170218_AM_AUT01-DN13_Tongue_W6-32_10%_DDA_3_400-650mz_msms17_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170218_AM_AUT01-DN13_Tongue_W6-32_10%_DDA_3_400-650mz_msms17_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-239	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 714	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161126_AM_AUT01-DN13_Kidney_W6-32_10%_DDA_1new_400-650mz_msms4_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161126_AM_AUT01-DN13_Kidney_W6-32_10%_DDA_1new_400-650mz_msms4_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class I
PXD019643-Sample-239	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 715	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161126_AM_AUT01-DN13_Kidney_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161126_AM_AUT01-DN13_Kidney_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class I
PXD019643-Sample-239	Homo sapiens	kidney	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 716	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	161126_AM_AUT01-DN13_Kidney_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/161126_AM_AUT01-DN13_Kidney_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	kidney	Human leukocyte antigen class I
PXD019643-Sample-240	Homo sapiens	prostate	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 717	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170107_AM_AUT01-DN13_Prostate_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170107_AM_AUT01-DN13_Prostate_W6-32_10%_DDA_1_400-650mz_msms1_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	prostate	Human leukocyte antigen class I
PXD019643-Sample-240	Homo sapiens	prostate	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 718	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170107_AM_AUT01-DN13_Prostate_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170107_AM_AUT01-DN13_Prostate_W6-32_10%_DDA_2_400-650mz_msms2_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	prostate	Human leukocyte antigen class I
PXD019643-Sample-240	Homo sapiens	prostate	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 719	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170107_AM_AUT01-DN13_Prostate_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170107_AM_AUT01-DN13_Prostate_W6-32_10%_DDA_3_400-650mz_msms3_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	prostate	Human leukocyte antigen class I
PXD019643-Sample-243	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 726	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170206_AM_AUT01-DN13_Trachea_W6-32_10%_DDA_1_400-650mz_msms16_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170206_AM_AUT01-DN13_Trachea_W6-32_10%_DDA_1_400-650mz_msms16_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-243	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 727	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170206_AM_AUT01-DN13_Trachea_W6-32_10%_DDA_2_400-650mz_msms17_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170206_AM_AUT01-DN13_Trachea_W6-32_10%_DDA_2_400-650mz_msms17_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-243	Homo sapiens	trachea	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN13	1	organism part	not available	run 728	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170206_AM_AUT01-DN13_Trachea_W6-32_10%_DDA_3_400-650mz_msms18_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170206_AM_AUT01-DN13_Trachea_W6-32_10%_DDA_3_400-650mz_msms18_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	trachea	Human leukocyte antigen class I
PXD019643-Sample-246	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 735	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	171002_AM_AUT01-DN17_Liver_W6-32_10%_DDA_1_400-650mz_msms4_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/171002_AM_AUT01-DN17_Liver_W6-32_10%_DDA_1_400-650mz_msms4_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-246	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 736	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	171002_AM_AUT01-DN17_Liver_W6-32_10%_DDA_2_400-650mz_msms5_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/171002_AM_AUT01-DN17_Liver_W6-32_10%_DDA_2_400-650mz_msms5_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-246	Homo sapiens	liver	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 737	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	171002_AM_AUT01-DN17_Liver_W6-32_10%_DDA_3_400-650mz_msms6_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/171002_AM_AUT01-DN17_Liver_W6-32_10%_DDA_3_400-650mz_msms6_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	liver	Human leukocyte antigen class I
PXD019643-Sample-247	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 738	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170817_AM_AUT01-DN11_Tongue_W6-32_10%_DDA_1_400-650mz_msms13_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170817_AM_AUT01-DN11_Tongue_W6-32_10%_DDA_1_400-650mz_msms13_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-247	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 739	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170817_AM_AUT01-DN11_Tongue_W6-32_10%_DDA_2_400-650mz_msms14_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170817_AM_AUT01-DN11_Tongue_W6-32_10%_DDA_2_400-650mz_msms14_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-247	Homo sapiens	tongue	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN11	1	organism part	not available	run 740	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170817_AM_AUT01-DN11_Tongue_W6-32_10%_DDA_3_400-650mz_msms15_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170817_AM_AUT01-DN11_Tongue_W6-32_10%_DDA_3_400-650mz_msms15_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	tongue	Human leukocyte antigen class I
PXD019643-Sample-248	Homo sapiens	lymphnode	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN09	1	organism part	not available	run 741	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160716_AM_AUT01-DN09_LymphNode_W6-32_20%_DDA_1_400-650mz_msms30_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160716_AM_AUT01-DN09_LymphNode_W6-32_20%_DDA_1_400-650mz_msms30_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	lymphnode	Human leukocyte antigen class I
PXD019643-Sample-248	Homo sapiens	lymphnode	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN09	1	organism part	not available	run 742	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160716_AM_AUT01-DN09_LymphNode_W6-32_20%_DDA_2_400-650mz_msms31_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160716_AM_AUT01-DN09_LymphNode_W6-32_20%_DDA_2_400-650mz_msms31_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	lymphnode	Human leukocyte antigen class I
PXD019643-Sample-248	Homo sapiens	lymphnode	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN09	1	organism part	not available	run 743	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	160716_AM_AUT01-DN09_LymphNode_W6-32_20%_DDA_3_400-650mz_msms32_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/160716_AM_AUT01-DN09_LymphNode_W6-32_20%_DDA_3_400-650mz_msms32_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	lymphnode	Human leukocyte antigen class I
PXD019643-Sample-251	Homo sapiens	testis	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN03	1	organism part	not available	run 750	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180921_AM_AUT01-DN03_Testis_W6-32_NA_DDA_1_400-650mz_msms38_Refill.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180921_AM_AUT01-DN03_Testis_W6-32_NA_DDA_1_400-650mz_msms38_Refill.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	testis	Human leukocyte antigen class I
PXD019643-Sample-251	Homo sapiens	testis	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN03	1	organism part	not available	run 751	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180921_AM_AUT01-DN03_Testis_W6-32_NA_DDA_2_400-650mz_msms39_Refill.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180921_AM_AUT01-DN03_Testis_W6-32_NA_DDA_2_400-650mz_msms39_Refill.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	testis	Human leukocyte antigen class I
PXD019643-Sample-251	Homo sapiens	testis	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN03	1	organism part	not available	run 752	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	180921_AM_AUT01-DN03_Testis_W6-32_NA_DDA_3_400-650mz_msms40_Refill.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/180921_AM_AUT01-DN03_Testis_W6-32_NA_DDA_3_400-650mz_msms40_Refill.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	testis	Human leukocyte antigen class I
PXD019643-Sample-253	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 756	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	171006_AM_AUT01-DN17_Esophagus_W6-32_10%_DDA_1_400-650mz_msms24_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/171006_AM_AUT01-DN17_Esophagus_W6-32_10%_DDA_1_400-650mz_msms24_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class I
PXD019643-Sample-253	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 757	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	171006_AM_AUT01-DN17_Esophagus_W6-32_10%_DDA_2_400-650mz_msms25_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/171006_AM_AUT01-DN17_Esophagus_W6-32_10%_DDA_2_400-650mz_msms25_standard.mzML	2	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class I
PXD019643-Sample-253	Homo sapiens	esophagus	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN17	1	organism part	not available	run 758	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	171006_AM_AUT01-DN17_Esophagus_W6-32_10%_DDA_3_400-650mz_msms26_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/171006_AM_AUT01-DN17_Esophagus_W6-32_10%_DDA_3_400-650mz_msms26_standard.mzML	3	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	esophagus	Human leukocyte antigen class I
PXD019643-Sample-258	Homo sapiens	stomach	not available	not available	Human leukocyte antigen class I	not available	not applicable	not available	AUT01-DN14	1	organism part	not available	run 771	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	170603_AM_AUT01-DN14_Stomach_W6-32_10%_DDA_1_400-650mz_msms9_standard.mzML	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD019643/170603_AM_AUT01-DN14_Stomach_W6-32_10%_DDA_1_400-650mz_msms9_standard.mzML	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	AC=MS:1001956;NT=Unspecific cleavage	NT=CID;AC=MS:1000133	35% NCE	5 ppm	0.02 Da	stomach	Human leukocyte antigen class I
