source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[disease]	characteristics[developmental stage]	characteristics[sex]	characteristics[strain or breed]	characteristics[genotype]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[genotype]
wobbler_MEF_1	Mus musculus	not available	fibroblast	cell	amyotrophic lateral sclerosis	embryo	not available	not available	Vps54 wobbler	1	SILAC_MEF_replicate1_wobvswt-light	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate1_wobvswt.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Vps54 wobbler
WT_MEF_1	Mus musculus	not available	fibroblast	cell	normal	embryo	not available	not available	wild type	1	SILAC_MEF_replicate1_wobvswt-heavy	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate1_wobvswt.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
WT_MEF_2	Mus musculus	not available	fibroblast	cell	normal	embryo	not available	not available	wild type	2	SILAC_MEF_replicate2_wtvswob-light	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate2_wtvswob.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
wobbler_MEF_2	Mus musculus	not available	fibroblast	cell	amyotrophic lateral sclerosis	embryo	not available	not available	Vps54 wobbler	2	SILAC_MEF_replicate2_wtvswob-heavy	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate2_wtvswob.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Vps54 wobbler
wobbler_MEF_3	Mus musculus	not available	fibroblast	cell	amyotrophic lateral sclerosis	embryo	not available	not available	Vps54 wobbler	3	SILAC_MEF_replicate3_wobvswt-light	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate3_wobvswt.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Vps54 wobbler
WT_MEF_3	Mus musculus	not available	fibroblast	cell	normal	embryo	not available	not available	wild type	3	SILAC_MEF_replicate3_wobvswt-heavy	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate3_wobvswt.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
WT_MEF_4	Mus musculus	not available	fibroblast	cell	normal	embryo	not available	not available	wild type	4	SILAC_MEF_replicate4_wtvswob-light	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC light;AC=PRIDE:0000326	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate4_wtvswob.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	wild type
wobbler_MEF_4	Mus musculus	not available	fibroblast	cell	amyotrophic lateral sclerosis	embryo	not available	not available	Vps54 wobbler	4	SILAC_MEF_replicate4_wtvswob-heavy	proteomic profiling by mass spectrometry	NT=Q Exactive HF;AC=MS:1002523	NT=SILAC heavy;AC=PRIDE:0000325	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	4.5 ppm	4.5 ppm	1	1	SILAC_MEF_replicate4_wtvswob.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Vps54 wobbler
