source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
1104_KarenSap_Rev_hilic_Excl_04_120306013144	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	1	1104_KarenSap_Rev_hilic_Excl_04_120306013144	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1104_KarenSap_Rev_hilic_Excl_04_120306013144.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1104_KarenSap_Rev_hilic_Excl_04_120306013144.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1097_FW_hilic_27jan12_excl_14	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	14	1097_FW_hilic_27jan12_excl_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1097_FW_hilic_27jan12_excl_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1097_FW_hilic_27jan12_excl_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1086_FW_hilic_22dec11_20	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	20	1086_FW_hilic_22dec11_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1086_FW_hilic_22dec11_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1086_FW_hilic_22dec11_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1097_KarenSap_Rev_hilic_3feb12_03	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	3	1097_KarenSap_Rev_hilic_3feb12_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1097_KarenSap_Rev_hilic_3feb12_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1097_KarenSap_Rev_hilic_3feb12_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1379_KarenSap_FW_pool_05	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	5	1379_KarenSap_FW_pool_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1379_KarenSap_FW_pool_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1379_KarenSap_FW_pool_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1103_KarenSap_Rev_hilic_08	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	8	1103_KarenSap_Rev_hilic_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1103_KarenSap_Rev_hilic_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1103_KarenSap_Rev_hilic_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1103_KarenSap_Rev_hilic_Excl_05	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	5	1103_KarenSap_Rev_hilic_Excl_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1103_KarenSap_Rev_hilic_Excl_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1103_KarenSap_Rev_hilic_Excl_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1081_KarenSap_hilic_8dec11_17_111228061917	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	1	1081_KarenSap_hilic_8dec11_17_111228061917	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1081_KarenSap_hilic_8dec11_17_111228061917.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1081_KarenSap_hilic_8dec11_17_111228061917.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1097_KarenSap_Control_hilic_3feb12_16	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	16	1097_KarenSap_Control_hilic_3feb12_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1097_KarenSap_Control_hilic_3feb12_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1097_KarenSap_Control_hilic_3feb12_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1104_KarenSap_FW_hilic_05	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	5	1104_KarenSap_FW_hilic_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1104_KarenSap_FW_hilic_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1104_KarenSap_FW_hilic_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1086_FW_hilic_22dec11_14	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	14	1086_FW_hilic_22dec11_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1086_FW_hilic_22dec11_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1086_FW_hilic_22dec11_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1379_KarenSap_Rev	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	1	1379_KarenSap_Rev	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1379_KarenSap_Rev.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1379_KarenSap_Rev.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1104_KarenSap_FW_hilic_Excl_07_120305170025	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	1	1104_KarenSap_FW_hilic_Excl_07_120305170025	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1104_KarenSap_FW_hilic_Excl_07_120305170025.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1104_KarenSap_FW_hilic_Excl_07_120305170025.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1097_KarenSap_Rev_hilic_3feb12_runB_13	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	13	1097_KarenSap_Rev_hilic_3feb12_runB_13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1097_KarenSap_Rev_hilic_3feb12_runB_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1097_KarenSap_Rev_hilic_3feb12_runB_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1097_FW_hilic_27jan12_excl_11	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	11	1097_FW_hilic_27jan12_excl_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1097_FW_hilic_27jan12_excl_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1097_FW_hilic_27jan12_excl_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1097_KarenSap_Rev_hilic_3feb12_runB_excl_11	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	11	1097_KarenSap_Rev_hilic_3feb12_runB_excl_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1097_KarenSap_Rev_hilic_3feb12_runB_excl_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1097_KarenSap_Rev_hilic_3feb12_runB_excl_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1086_Rev_hilic_22dec11_runB_excl_11	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	11	1086_Rev_hilic_22dec11_runB_excl_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1086_Rev_hilic_22dec11_runB_excl_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1086_Rev_hilic_22dec11_runB_excl_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1086_FW_hilic_22dec11_runB_17	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	17	1086_FW_hilic_22dec11_runB_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1086_FW_hilic_22dec11_runB_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1086_FW_hilic_22dec11_runB_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
1487_KarenSap_glygly_Rev_140711075206	drosophila melanogaster	fruit	not applicable	not available	antibody enrichment	1	1487_KarenSap_glygly_Rev_140711075206	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=q exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	15 ppm	15 ppm	hydrophilic interaction chromatography (hilic)	dithiothreitol (dtt)	chloroacetamide (claa)	1	1	1487_KarenSap_glygly_Rev_140711075206.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD002552/1487_KarenSap_glygly_Rev_140711075206.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	fruit
