source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[dissociation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
Pooled_CRC_Plasma_A	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_A	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_A	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_A	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_A	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_A_InjRep5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_B	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_B	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_B	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_B	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_B	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_B_InjRep5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
