source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[dissociation method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
Pooled_CRC_Plasma_C	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_C	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_C	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_C	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_C	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	3	190204_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	5	190204_P30220_SWATH_Neat_Pooled_CRC_Plasma_C_InjRep5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_D	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_D	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_D	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_D	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_D	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_D_InjRep5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_E	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	1	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_E	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	2	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_E	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	3	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_E	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	4	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep4.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
Pooled_CRC_Plasma_E	Homo sapiens	blood plasma	not applicable	colorectal cancer	not available	not available	not available	adult	organism part	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=SWATH MS;AC=PRIDE:0000447	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	1	5	190130_P30220_SWATH_Neat_Pooled_CRC_Plasma_E_InjRep5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	colorectal cancer
