source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
HeLa_Ecoli_Control_1	Homo sapiens	not applicable	HeLa cells	1	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Control_1	proteomic profiling by mass spectrometry	1	B3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Control_2	Homo sapiens	not applicable	HeLa cells	2	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Control_2	proteomic profiling by mass spectrometry	1	G1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Control_3	Homo sapiens	not applicable	HeLa cells	3	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Control_3	proteomic profiling by mass spectrometry	1	E2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Control_4	Homo sapiens	not applicable	HeLa cells	4	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Control_4	proteomic profiling by mass spectrometry	1	G2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Antibiotics_1	Homo sapiens	not applicable	HeLa cells	1	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Antibiotics_1	proteomic profiling by mass spectrometry	1	A3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Antibiotics_2	Homo sapiens	not applicable	HeLa cells	2	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Antibiotics_2	proteomic profiling by mass spectrometry	1	D3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Antibiotics_3	Homo sapiens	not applicable	HeLa cells	3	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Antibiotics_3	proteomic profiling by mass spectrometry	1	C1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Antibiotics_4	Homo sapiens	not applicable	HeLa cells	4	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Antibiotics_4	proteomic profiling by mass spectrometry	1	B1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Chemo_1	Homo sapiens	not applicable	HeLa cells	1	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Chemo_1	proteomic profiling by mass spectrometry	1	A2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HeLa_Ecoli_Chemo_2	Homo sapiens	not applicable	HeLa cells	2	not applicable	not applicable	not applicable	not applicable	not applicable	HeLa_Ecoli_Chemo_2	proteomic profiling by mass spectrometry	1	E1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
