source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PanC_072722_N1_SF05	PanC_072722_N1_SF05	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_072722_N1_SF05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_072722_N1_SF05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_072722_N1_SF06	PanC_072722_N1_SF06	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_072722_N1_SF06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_072722_N1_SF06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_072722_N1_SF09	PanC_072722_N1_SF09	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_072722_N1_SF09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_072722_N1_SF09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_072722_N1_SF12	PanC_072722_N1_SF12	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_072722_N1_SF12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_072722_N1_SF12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_082922_B1_SF04	PanC_082922_B1_SF04	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_082922_B1_SF04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_082922_B1_SF04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_082922_B1_SF05	PanC_082922_B1_SF05	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_082922_B1_SF05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_082922_B1_SF05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_082922_B1_SF06	PanC_082922_B1_SF06	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_082922_B1_SF06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_082922_B1_SF06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_082922_B1_SF08	PanC_082922_B1_SF08	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_082922_B1_SF08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_082922_B1_SF08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_082922_B2_SF04	PanC_082922_B2_SF04	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_082922_B2_SF04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_082922_B2_SF04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
PanC_082922_B2_SF06	PanC_082922_B2_SF06	Soil metagenome	soil	not applicable	not available	Wetland_soil_incubation_treated_with_sulfate_and_oxygen	soil	soil	not available	not available	not available	not available	soil microbiome	1	PanC_082922_B2_SF06	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	PanC_082922_B2_SF06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
