source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20191219_SFB1_FBU_LP_641_Teloph_Control_A6_1	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_641_Teloph_Control_A6_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_641_Teloph_Control_A6_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_642_Teloph_HO_A7_1	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_642_Teloph_HO_A7_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_642_Teloph_HO_A7_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_643_Teloph_Control_B6_2	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_643_Teloph_Control_B6_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_643_Teloph_Control_B6_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_644_Teloph_HO_B7_2	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_644_Teloph_HO_B7_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_644_Teloph_HO_B7_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_645_Teloph_Control_C6_3	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_645_Teloph_Control_C6_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_645_Teloph_Control_C6_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_646_Teloph_HO_C7_3	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_646_Teloph_HO_C7_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_646_Teloph_HO_C7_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_647_Teloph_Control_D6_4	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_647_Teloph_Control_D6_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_647_Teloph_Control_D6_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_648_Teloph_HO_D7_4	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_648_Teloph_HO_D7_4	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_648_Teloph_HO_D7_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_649_Teloph_Control_A8_1	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_649_Teloph_Control_A8_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_649_Teloph_Control_A8_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20191219_SFB1_FBU_LP_650_Teloph_Phleo_A9_1	Saccharomyces cerevisiae	not available	not available	1	20191219_SFB1_FBU_LP_650_Teloph_Phleo_A9_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20191219_SFB1_FBU_LP_650_Teloph_Phleo_A9_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
