source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[compound]	characteristics[pooled sample]	assay name	technology type	comment [fractionation method]	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[data acquisition]	comment[instrument_id]	comment[gradient length]	comment[gradient flow-rate]	comment[analytical_column]	comment[trap_column]	factor value[factor]
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 1	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	115	CK_P2111_050.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	45min	350nl/min	ES902	164946	ES902trap_45min-350nl_P2111_049-051
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 2	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	116	CK_P2111_051.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	45min	350nl/min	ES902	164946	ES902trap_45min-350nl_P2111_049-051
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 3	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	114	CK_P2111_049.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	45min	350nl/min	ES902	164946	ES902trap_45min-350nl_P2111_049-051
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 4	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	87	CK_P2109_253.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	120min	350nl/min	ES902	not available	ES902_120min-350nl_P2111_253
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 5	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	72	CK_P2109_105.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	22min	150nl/min	ES901	not available	ES901_22min-150nl_P2109_105-107
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 6	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	73	CK_P2109_106.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	22min	150nl/min	ES901	not available	ES901_22min-150nl_P2109_105-107
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 7	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	74	CK_P2109_107.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	22min	150nl/min	ES901	not available	ES901_22min-150nl_P2109_105-107
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 8	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	83	CK_P2109_247.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	68min	350nl/min	ES902	not available	ES902_68min-350nl_P2111_245-247
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 9	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	82	CK_P2109_246.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	68min	350nl/min	ES902	not available	ES902_68min-350nl_P2111_245-247
PromegaYeastDigest_V7461_500ng	NT=Saccharomyces cerevisiae;AC=NCBITaxon:4932	not applicable	not applicable	not applicable	not available	1	None	not pooled	run 10	proteomic profiling by mass spectrometer	not fractioned	Data-independent acquisition	AC=MS:1002877;NT= Q Exactive HF-X	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	81	CK_P2109_245.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	AC=PRIDE:0000447;NT= SWATH MS	Pythia	68min	350nl/min	ES902	not available	ES902_68min-350nl_P2111_245-247
