source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[experiment]
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_8_Slot2-24_1_26171.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_8_Slot2-24_1_26171.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_8_Slot2-24_1_26171.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_9_Slot2-25_1_26172.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_9_Slot2-25_1_26172.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_MTCQY_b4_9_Slot2-25_1_26172.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_pool_all_b1_Slot1-10_1_26067.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b1_Slot1-10_1_26067.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b1_Slot1-10_1_26067.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_pool_all_b2_Slot1-10_1_26090.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b2_Slot1-10_1_26090.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b2_Slot1-10_1_26090.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_pool_all_b3_Slot1-10_1_26113.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b3_Slot1-10_1_26113.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b3_Slot1-10_1_26113.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240316wangyr_MTCQY_60min_DIA_pool_all_b4_Slot1-10_1_26136.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b4_Slot1-10_1_26136.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240316wangyr_MTCQY_60min_DIA_pool_all_b4_Slot1-10_1_26136.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_10_Slot1-21_1_26203.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_10_Slot1-21_1_26203.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_10_Slot1-21_1_26203.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_11_Slot1-22_1_26204.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_11_Slot1-22_1_26204.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_11_Slot1-22_1_26204.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_12_Slot1-23_1_26206.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_12_Slot1-23_1_26206.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_12_Slot1-23_1_26206.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_13_Slot1-24_1_26207.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_13_Slot1-24_1_26207.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_13_Slot1-24_1_26207.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_14_Slot1-25_1_26208.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_14_Slot1-25_1_26208.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_14_Slot1-25_1_26208.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_15_Slot1-26_1_26209.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_15_Slot1-26_1_26209.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_15_Slot1-26_1_26209.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_1_Slot1-12_1_26186.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_1_Slot1-12_1_26186.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_1_Slot1-12_1_26186.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_1_rep_Slot1-12_1_26212.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_1_rep_Slot1-12_1_26212.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_1_rep_Slot1-12_1_26212.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_2_Slot1-13_1_26187.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_2_Slot1-13_1_26187.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_2_Slot1-13_1_26187.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_3_Slot1-14_1_26193.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_3_Slot1-14_1_26193.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_3_Slot1-14_1_26193.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_4_Slot1-15_1_26195.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_4_Slot1-15_1_26195.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_4_Slot1-15_1_26195.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_5_Slot1-16_1_26197.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_5_Slot1-16_1_26197.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_5_Slot1-16_1_26197.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_6_Slot1-17_1_26198.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_6_Slot1-17_1_26198.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_6_Slot1-17_1_26198.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_7_Slot1-18_1_26199.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_7_Slot1-18_1_26199.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_7_Slot1-18_1_26199.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_8_Slot1-19_1_26201.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_8_Slot1-19_1_26201.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_8_Slot1-19_1_26201.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_9_Slot1-20_1_26202.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_9_Slot1-20_1_26202.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b5_9_Slot1-20_1_26202.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_1_Slot1-28_1_26215.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_1_Slot1-28_1_26215.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_1_Slot1-28_1_26215.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_1_rep_Slot1-28_1_26225.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_1_rep_Slot1-28_1_26225.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_1_rep_Slot1-28_1_26225.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_2_Slot1-29_1_26216.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_2_Slot1-29_1_26216.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_2_Slot1-29_1_26216.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_3_Slot1-30_1_26217.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_3_Slot1-30_1_26217.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_3_Slot1-30_1_26217.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_4_Slot1-31_1_26219.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_4_Slot1-31_1_26219.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_4_Slot1-31_1_26219.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_5_Slot1-32_1_26220.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_5_Slot1-32_1_26220.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_5_Slot1-32_1_26220.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_6_Slot1-33_1_26221.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_6_Slot1-33_1_26221.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_6_Slot1-33_1_26221.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_7_Slot1-34_1_26222.d	Homo sapiens	Thyroid gland	medullary thyroid carcinoma	not available	not available	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_7_Slot1-34_1_26222.d	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	N20240322wangyr_MTCQY_60min_DIA_MTCQY_b6_7_Slot1-34_1_26222.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Medullary thyroid carcinoma FFPE cohort (diaPASEF)
