source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
D2_SEATS_DCM_A_DOM_9.21_1.raw.tar	D2_SEATS_DCM_A_DOM_9.21_1.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_1.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_1.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_10.raw.tar	D2_SEATS_DCM_A_DOM_9.21_10.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_10.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_10.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_2.raw.tar	D2_SEATS_DCM_A_DOM_9.21_2.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_2.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_2.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_3.raw.tar	D2_SEATS_DCM_A_DOM_9.21_3.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_3.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_3.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_4.raw.tar	D2_SEATS_DCM_A_DOM_9.21_4.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_4.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_4.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_5.raw.tar	D2_SEATS_DCM_A_DOM_9.21_5.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_5.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_5.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_6.raw.tar	D2_SEATS_DCM_A_DOM_9.21_6.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_6.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_6.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_7.raw.tar	D2_SEATS_DCM_A_DOM_9.21_7.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_7.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_7.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_8.raw.tar	D2_SEATS_DCM_A_DOM_9.21_8.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_8.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_8.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
D2_SEATS_DCM_A_DOM_9.21_9.raw.tar	D2_SEATS_DCM_A_DOM_9.21_9.raw.tar	Homo sapiens	not available	not applicable	not available	Metaproteomics_of_viral_concentrates_at_deep_chlorophyll_maximum_of_Scouth_China_Sea	not available	not available	not available	not available	not available	not available	1	D2_SEATS_DCM_A_DOM_9.21_9.raw.tar	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	D2_SEATS_DCM_A_DOM_9.21_9.raw.tar.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
