source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
._24NP01770033_GC9_1_18011.d.zip	24NP01770033_GC9_1_18011.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	._24NP01770033_GC9_1_18011.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	._24NP01770033_GC9_1_18011.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
23P15560001_RD1_1_18508.d.zip	23P15560001_RD1_1_18508.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	23P15560001_RD1_1_18508.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	23P15560001_RD1_1_18508.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
23P15560002_RD2_1_18509.d.zip	23P15560002_RD2_1_18509.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	23P15560002_RD2_1_18509.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	23P15560002_RD2_1_18509.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
23P15560003_RD3_1_18510.d.zip	23P15560003_RD3_1_18510.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	23P15560003_RD3_1_18510.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	23P15560003_RD3_1_18510.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
23P15560004_RD4_1_18511.d.zip	23P15560004_RD4_1_18511.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	23P15560004_RD4_1_18511.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	23P15560004_RD4_1_18511.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
24NP01770001_GA1_1_17925.d.zip	24NP01770001_GA1_1_17925.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	24NP01770001_GA1_1_17925.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	24NP01770001_GA1_1_17925.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
24NP01770002_GA2_1_17926.d.zip	24NP01770002_GA2_1_17926.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	24NP01770002_GA2_1_17926.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	24NP01770002_GA2_1_17926.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
24NP01770003_GA3_1_17927.d.zip	24NP01770003_GA3_1_17927.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	24NP01770003_GA3_1_17927.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	24NP01770003_GA3_1_17927.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
24NP01770004_GA4_1_17928.d.zip	24NP01770004_GA4_1_17928.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	24NP01770004_GA4_1_17928.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	24NP01770004_GA4_1_17928.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
24NP01770005_GA5_1_17929.d.zip	24NP01770005_GA5_1_17929.d.zip	human gut metagenome	feces	not applicable	not available	Gut_metaproteomics_reveals_activated_arginine_catabolism_and_impaired_arginine_biosynthesis_in_systemic_lupus_erythematosus	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	24NP01770005_GA5_1_17929.d.zip	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	24NP01770005_GA5_1_17929.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
