source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
F133818.dat	F133818.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133818.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133818.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133819.dat	F133819.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133819.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133819.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133820.dat	F133820.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133820.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133820.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133821.dat	F133821.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133821.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133821.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133822.dat	F133822.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133822.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133822.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133823.dat	F133823.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133823.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133823.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133824.dat	F133824.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133824.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133824.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133825.dat	F133825.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133825.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133825.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133826.dat	F133826.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133826.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133826.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
F133828.dat	F133828.dat	Homo sapiens	Mycelium	not applicable	not available	Specialisation_events_of_fungal_metacommunities_exposed_to_a_persistent_organic_pollutant_are_suggestive_of_augmented_pathogenic_potential	Mycelium	Mycelium	not available	not available	not available	not available	1	F133828.dat	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	F133828.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Mycelium
