source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_A	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_A_re	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_A_re	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_A_re.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_B	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_C	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample01_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_A	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_B	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_C	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample02_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_A	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_A	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_A.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_B	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_B	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_B.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_C	Danio rerio	not available	not available	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_C	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	20201009_coreQEP2_NiKr_LC12-18_SA_Orbi3672_Sample03_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
