source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[material type]	characteristics[biological replicate]	characteristics[developmental stage]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[file type]
A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_18_dl23_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_19_dl24_repB_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200218sunyt_TPF_4pulseDIA_b2_20_dl26_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl108_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl108_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl108_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl108_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl108_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl108_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl108_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl108_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl108_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl108_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl108_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl108_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl108_part5	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl108_part5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl108_part5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl109_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl109_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl109_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl109_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl109_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl109_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl109_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl109_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl109_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl109_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl109_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl109_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl109_part5	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl109_part5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl109_part5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl114_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl114_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl114_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl114_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl114_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl114_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl114_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl114_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl114_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl114_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl114_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl114_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl114_part5	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl114_part5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl114_part5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl115_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl115_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl115_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl115_part2	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl115_part2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl115_part2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl115_part3	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl115_part3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl115_part3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl115_part4	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl115_part4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl115_part4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl115_part5	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl115_part5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl115_part5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
A20200222sunyt_TPS_5pulseDIA_dl124_part1	Homo sapiens	thyroid gland	not available	tissue	1	not available	not available	not available	A20200222sunyt_TPS_5pulseDIA_dl124_part1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Oxidation;TA=M;MT=Variable;AC=UNIMOD:35	1	1	A20200222sunyt_TPS_5pulseDIA_dl124_part1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	DIA
