source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[individual]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[experiment]	comment[ptm]
CE3_2024May16_UIC_P24035_AS1	Mus musculus	spleen	dendritic cell	Healthy	not available	6-8 weeks	male	1	not applicable	1	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024May16_UIC_P24035_AS1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024May16_UIC_P24035_AS2	Mus musculus	spleen	dendritic cell	Lipopolysaccharide-incuded inflammation	not available	6-8 weeks	male	1	not applicable	2	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024May16_UIC_P24035_AS2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024May16_UIC_P24035_AS3	Mus musculus	spleen	dendritic cell	Lipopolysaccharide-incuded inflammation	not available	6-8 weeks	male	1	not applicable	2	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024May16_UIC_P24035_AS3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024May16_UIC_P24035_AS4	Mus musculus	spleen	dendritic cell	Healthy	not available	6-8 weeks	male	2	not applicable	3	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024May16_UIC_P24035_AS4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024May16_UIC_P24035_AS5	Mus musculus	spleen	dendritic cell	Lipopolysaccharide-incuded inflammation	not available	6-8 weeks	male	2	not applicable	4	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024May16_UIC_P24035_AS5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024May16_UIC_P24035_AS6	Mus musculus	spleen	dendritic cell	Lipopolysaccharide-incuded inflammation	not available	6-8 weeks	male	2	not applicable	4	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024May16_UIC_P24035_AS6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	1	3
CE3_2024Apr16_UIC_P24035_norm	Mus musculus	spleen	dendritic cell	Healthy	not available	6-8 weeks	male	3	not applicable	5	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Apr16_UIC_P24035_norm.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	2	3
CE3_2024Apr16_UIC_P24035_outside	Mus musculus	spleen	dendritic cell	Lipopolysaccharide-incuded inflammation	not available	6-8 weeks	male	3	not applicable	6	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Apr16_UIC_P24035_outside.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	2	3
CE3_2024Apr16_UIC_P24035_TCZ	Mus musculus	spleen	dendritic cell	Lipopolysaccharide-incuded inflammation	not available	6-8 weeks	male	3	not applicable	6	CE3_2024May16_UIC_P24035	proteomic profiling by mass spectrometry	Data-dependent acquisition	AC=MS:1003028; NT= Orbitrap Exploris 480	NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35 ; NT=Acetylation;MT=Variable;AC=UNIMOD:1	10 ppm	0.02 Da	1	1	CE3_2024Apr16_UIC_P24035_TCZ.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	2	3
