source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample10	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample101	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample104	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample104	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample104.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample107	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample107	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample107.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample109	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample109	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample109.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample110	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample110	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample110.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample111	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample111	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample111.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample112	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample112	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample112.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample113	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample113	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample113.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample114	Homo sapiens	Urine	FILL:disease	FILL:biological replicate	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample114	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	20181223_QX2_SeVW_SA_LCC_exploratory_urine_sample114.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
