source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[strain or breed]	factor value[sample type]
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161208_JP_B31_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	40	20161208_JP_B31_6.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20161208_JP_MM1_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	9	20161208_JP_MM1_1.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20161208_JP_MM1_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	10	20161208_JP_MM1_2.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20161208_JP_MM1_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	11	20161208_JP_MM1_3.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161214_JP_B31_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	41	20161214_JP_B31_1.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161214_JP_B31_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	42	20161214_JP_B31_2.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161214_JP_B31_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	43	20161214_JP_B31_3.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161217_JP_B31_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	44	20161217_JP_B31_001.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161217_JP_B31_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	45	20161217_JP_B31_002.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20161217_JP_B31_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	46	20161217_JP_B31_003.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20161229_MM1_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	12	20161229_MM1_001.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20161229_MM1_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	13	20161229_MM1_002.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20161229_MM1_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	14	20161229_MM1_003.wiff.gz	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170322_JP_Qexactive_B31_rep-1_run-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20170322_JP_Qexactive_B31_rep-1_run-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170322_JP_Qexactive_B31_rep-1_run-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20170322_JP_Qexactive_B31_rep-1_run-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170322_JP_Qexactive_B31_rep-1_run-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20170322_JP_Qexactive_B31_rep-1_run-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170322_JP_Qexactive_B31_rep-1_run-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	4	20170322_JP_Qexactive_B31_rep-1_run-4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170322_JP_Qexactive_B31_rep-2_run-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20170322_JP_Qexactive_B31_rep-2_run-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170322_JP_Qexactive_B31_rep-2_run-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20170322_JP_Qexactive_B31_rep-2_run-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170322_JP_Qexactive_B31_rep-2_run-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20170322_JP_Qexactive_B31_rep-2_run-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170322_JP_Qexactive_B31_rep-2_run-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	4	20170322_JP_Qexactive_B31_rep-2_run-4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170322_JP_Qexactive_B31_rep-3_run-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20170322_JP_Qexactive_B31_rep-3_run-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170322_JP_Qexactive_B31_rep-3_run-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20170322_JP_Qexactive_B31_rep-3_run-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170322_JP_Qexactive_B31_rep-3_run-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20170322_JP_Qexactive_B31_rep-3_run-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170322_JP_Qexactive_B31_rep-3_run-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	4	20170322_JP_Qexactive_B31_rep-3_run-4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170322_JP_Qexactive_MM1_rep-1_run-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20170322_JP_Qexactive_MM1_rep-1_run-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170322_JP_Qexactive_MM1_rep-1_run-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20170322_JP_Qexactive_MM1_rep-1_run-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170322_JP_Qexactive_MM1_rep-1_run-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20170322_JP_Qexactive_MM1_rep-1_run-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170322_JP_Qexactive_MM1_rep-1_run-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	4	20170322_JP_Qexactive_MM1_rep-1_run-4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	2	20170322_JP_Qexactive_MM1_rep-2_run-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20170322_JP_Qexactive_MM1_rep-2_run-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	2	20170322_JP_Qexactive_MM1_rep-2_run-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20170322_JP_Qexactive_MM1_rep-2_run-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	2	20170322_JP_Qexactive_MM1_rep-2_run-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20170322_JP_Qexactive_MM1_rep-2_run-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	3	20170322_JP_Qexactive_MM1_rep-3_run-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	1	20170322_JP_Qexactive_MM1_rep-3_run-1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	3	20170322_JP_Qexactive_MM1_rep-3_run-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	2	20170322_JP_Qexactive_MM1_rep-3_run-2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	3	20170322_JP_Qexactive_MM1_rep-3_run-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	3	20170322_JP_Qexactive_MM1_rep-3_run-3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
