source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[strain or breed]	factor value[sample type]
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170324_TTB_B31_Rep-1_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	47	20170324_TTB_B31_Rep-1_001.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170324_TTB_B31_Rep-1_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	48	20170324_TTB_B31_Rep-1_002.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170324_TTB_B31_Rep-1_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	49	20170324_TTB_B31_Rep-1_003.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170324_TTB_B31_Rep-1_004	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	50	20170324_TTB_B31_Rep-1_004.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170324_TTB_B31_Rep-2_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	5	20170324_TTB_B31_Rep-2_001.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170324_TTB_B31_Rep-2_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	6	20170324_TTB_B31_Rep-2_002.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170324_TTB_B31_Rep-2_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	7	20170324_TTB_B31_Rep-2_003.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	2	20170324_TTB_B31_Rep-2_004	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	8	20170324_TTB_B31_Rep-2_004.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170324_TTB_B31_Rep-3_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	5	20170324_TTB_B31_Rep-3_001.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170324_TTB_B31_Rep-3_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	6	20170324_TTB_B31_Rep-3_002.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	3	20170324_TTB_B31_Rep-3_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	7	20170324_TTB_B31_Rep-3_003.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	5	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	6	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	7	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	8	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	9	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	10	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	11	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	12	20170331_Qexactive_JP_1hr_Borrelia_8ul_B31_Fr8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	13	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	14	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	15	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	16	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	17	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	18	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	19	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
B31_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	B31	cell	1	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=higher energy beam-type collision-induced dissociation;AC=MS:1000422	not applicable	20 ppm	0.02 Da	1	20	20170331_Qexactive_JP_1hr_Borrelia_B31_Fr8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	B31	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170403_TTB_MM1_IDA_Rep-1_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	15	20170403_TTB_MM1_IDA_Rep-1_001.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170403_TTB_MM1_IDA_Rep-1_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	16	20170403_TTB_MM1_IDA_Rep-1_002.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	1	20170403_TTB_MM1_IDA_Rep-1_003	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	17	20170403_TTB_MM1_IDA_Rep-1_003.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	2	20170403_TTB_MM1_IDA_Rep-2_001	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	4	20170403_TTB_MM1_IDA_Rep-2_001.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
MM1_not_available	NT=Borreliella burgdorferi;AC=NCBITaxon:139	not applicable	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	MM1	cell	2	20170403_TTB_MM1_IDA_Rep-2_002	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 5600;AC=MS:1000932	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	20 ppm	0.05 Da	1	5	20170403_TTB_MM1_IDA_Rep-2_002.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	MM1	not available
