source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
120921V_Ndd1_mec1_HU_chymo	Saccharomyces cerevisiae	not available	not available	1	120921V_Ndd1_mec1_HU_chymo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	120921V_Ndd1_mec1_HU_chymo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
120921V_Ndd1_mec1_HU_tryp	Saccharomyces cerevisiae	not available	not available	1	120921V_Ndd1_mec1_HU_tryp	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	120921V_Ndd1_mec1_HU_tryp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
120921V_Ndd1_sml1_HU_chymo	Saccharomyces cerevisiae	not available	not available	1	120921V_Ndd1_sml1_HU_chymo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	120921V_Ndd1_sml1_HU_chymo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
120921V_Ndd1_sml1_HU_tryp	Saccharomyces cerevisiae	not available	not available	1	120921V_Ndd1_sml1_HU_tryp	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	120921V_Ndd1_sml1_HU_tryp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121005V_Ndd1_mec1_HU_chymo	Saccharomyces cerevisiae	not available	not available	1	121005V_Ndd1_mec1_HU_chymo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121005V_Ndd1_mec1_HU_chymo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121005V_Ndd1_mec1_HU_tryp	Saccharomyces cerevisiae	not available	not available	1	121005V_Ndd1_mec1_HU_tryp	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121005V_Ndd1_mec1_HU_tryp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121005V_Ndd1_sml1_HU_chymo	Saccharomyces cerevisiae	not available	not available	1	121005V_Ndd1_sml1_HU_chymo	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121005V_Ndd1_sml1_HU_chymo.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121005V_Ndd1_sml1_HU_tryp	Saccharomyces cerevisiae	not available	not available	1	121005V_Ndd1_sml1_HU_tryp	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121005V_Ndd1_sml1_HU_tryp.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121121V_Ndd1_sml1_-MMS_chymo_30per	Saccharomyces cerevisiae	not available	not available	1	121121V_Ndd1_sml1_-MMS_chymo_30per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121121V_Ndd1_sml1_-MMS_chymo_30per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121121V_Ndd1_sml1_-MMS_tryp_30per	Saccharomyces cerevisiae	not available	not available	1	121121V_Ndd1_sml1_-MMS_tryp_30per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121121V_Ndd1_sml1_-MMS_tryp_30per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121121V_Ndd1_sml1_MMS_chymo_30per	Saccharomyces cerevisiae	not available	not available	1	121121V_Ndd1_sml1_MMS_chymo_30per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121121V_Ndd1_sml1_MMS_chymo_30per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121121V_Ndd1_sml1_MMS_tryp_30per	Saccharomyces cerevisiae	not available	not available	1	121121V_Ndd1_sml1_MMS_tryp_30per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121121V_Ndd1_sml1_MMS_tryp_30per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121207V_Ndd1_rad53_HU_chymo_25per	Saccharomyces cerevisiae	not available	not available	1	121207V_Ndd1_rad53_HU_chymo_25per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121207V_Ndd1_rad53_HU_chymo_25per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121207V_Ndd1_rad53_HU_tryp_25per	Saccharomyces cerevisiae	not available	not available	1	121207V_Ndd1_rad53_HU_tryp_25per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121207V_Ndd1_rad53_HU_tryp_25per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121207V_Ndd1_rad53_MMS_chymo_25per	Saccharomyces cerevisiae	not available	not available	1	121207V_Ndd1_rad53_MMS_chymo_25per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121207V_Ndd1_rad53_MMS_chymo_25per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
121207V_Ndd1_rad53_MMS_tryp_25per	Saccharomyces cerevisiae	not available	not available	1	121207V_Ndd1_rad53_MMS_tryp_25per	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	1	1	121207V_Ndd1_rad53_MMS_tryp_25per.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
