source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	not applicable	not applicable	1	not applicable	Assay1	proteomic profiling by mass spectrometry	1	Fusion_171003_120.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample2	Escherichia coli	not applicable	not applicable	1	not applicable	Assay2	proteomic profiling by mass spectrometry	1	Fusion_171003_121.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample3	Escherichia coli	not applicable	not applicable	1	not applicable	Assay3	proteomic profiling by mass spectrometry	1	Fusion_171003_75.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample4	Escherichia coli	not applicable	not applicable	1	not applicable	Assay4	proteomic profiling by mass spectrometry	1	Fusion_171003_73.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample5	Escherichia coli	not applicable	not applicable	1	not applicable	Assay5	proteomic profiling by mass spectrometry	1	Fusion_171003_63.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample6	Escherichia coli	not applicable	not applicable	1	not applicable	Assay6	proteomic profiling by mass spectrometry	1	Fusion_171003_67.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	6	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample7	Escherichia coli	not applicable	not applicable	1	not applicable	Assay7	proteomic profiling by mass spectrometry	1	Fusion_171003_108.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	7	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample8	Escherichia coli	not applicable	not applicable	1	not applicable	Assay8	proteomic profiling by mass spectrometry	1	Fusion_171003_62.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	8	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample9	Escherichia coli	not applicable	not applicable	1	not applicable	Assay9	proteomic profiling by mass spectrometry	1	Fusion_171003_105.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	9	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
Sample10	Escherichia coli	not applicable	not applicable	1	not applicable	Assay10	proteomic profiling by mass spectrometry	1	Fusion_171003_118.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion etd;AC=MS:1002417	NT=trypsin;AC=MS:1001251	NT=TMT6plex	10	HCD	5 ppm	0.6 Da	NT=Methionine oxidation; NT=Cysteine methylthiolation; NT=TMT-6 on lysine and peptide N-termini
