source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[optimization target]	factor value[condition]
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A10	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A10.raw	1	A10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_A10
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A11	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A11.raw	1	A11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_A11
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A12	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A12.raw	1	A12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_A12
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A7	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A7.raw	1	A7	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_A7
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A8	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A8.raw	1	A8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_A8
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A9	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_A9.raw	1	A9	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_A9
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B1	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B1.raw	1	B1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_B1
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B2	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B2.raw	1	B2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_B2
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B3	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SEC_B3.raw	1	B3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	size exclusion chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SEC_B3
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_proteome_rerun	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_proteome_rerun.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_proteome_rerun.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_proteome_rerun
