source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[optimization target]	factor value[condition]
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F0	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F0.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F0.raw	1	F0	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F0
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F1	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F1.raw	1	F1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F1
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F2	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F2.raw	1	F2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F2
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F3	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F3.raw	1	F3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F3
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F4	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F4.raw	1	F4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F4
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F5	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F5.raw	1	F5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F5
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F6	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F6.raw	1	F6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F6
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F7	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F7.raw	1	F7	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F7
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F8	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_F8.raw	1	F8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_F8
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_ss	proteomic profiling by mass spectrometry	L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_ss.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20250612_JPL_DS48-7_BS_DBBSO_DBCO_SCX_ss.raw	1	ss	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DBBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	fractionation comparison	BS_DBBSO_DBCO_SCX_ss
