source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[optimization target]	factor value[condition]
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_10_BS_DSBSO_intraday_T10_F	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_10_BS_DSBSO_intraday_T10_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_10_BS_DSBSO_intraday_T10_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T10 F
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_11_BS_DSBSO_intraday_T10_S	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_11_BS_DSBSO_intraday_T10_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_11_BS_DSBSO_intraday_T10_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T10 S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_12_BS_DSBSO_intraday_T10_T	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_12_BS_DSBSO_intraday_T10_T.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_12_BS_DSBSO_intraday_T10_T.raw	1	T	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T10 T
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_1_BS_DSBSO_interday_T50_F	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_1_BS_DSBSO_interday_T50_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_1_BS_DSBSO_interday_T50_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	interday T50 F
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_2_BS_DSBSO_interday_T50_S	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_2_BS_DSBSO_interday_T50_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_2_BS_DSBSO_interday_T50_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	interday T50 S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_3_BS_DSBSO_interday_T50_T	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_3_BS_DSBSO_interday_T50_T.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_3_BS_DSBSO_interday_T50_T.raw	1	T	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	interday T50 T
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_4_BS_DSBSO_intraday_T50_F	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_4_BS_DSBSO_intraday_T50_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_4_BS_DSBSO_intraday_T50_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T50 F
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_5_BS_DSBSO_intraday_T50_S	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_5_BS_DSBSO_intraday_T50_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_5_BS_DSBSO_intraday_T50_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T50 S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_6_BS_DSBSO_intraday_T25_S	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_6_BS_DSBSO_intraday_T25_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_6_BS_DSBSO_intraday_T25_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T25 S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20240911_JPL_DS23_6_BS_DSBSO_intraday_T50_T	proteomic profiling by mass spectrometry	Ex2_20240911_JPL_DS23_6_BS_DSBSO_intraday_T50_T.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20240911_JPL_DS23_6_BS_DSBSO_intraday_T50_T.raw	1	T	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	bead reproducibility	intraday T50 T
