source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[optimization target]	factor value[condition]
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS40	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS40.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 40
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS45	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS45.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS45.raw	1	45	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 45
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS50	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS50.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS50.raw	1	50	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 50
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS55	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS55.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS55.raw	1	55	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 55
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS60	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS60.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS60.raw	1	60	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 60
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS65	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS65.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS65.raw	1	65	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 65
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS70	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS70.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS70.raw	1	70	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 70
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS75	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS75.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS75.raw	1	75	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 75
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS80	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS80.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS80.raw	1	80	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 80
Human DSBSO crosslinked sample FAIMS optimization	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20220304_CW_DSBSO_FAIMS90	proteomic profiling by mass spectrometry	L1_20220304_CW_DSBSO_FAIMS90.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20220304_CW_DSBSO_FAIMS90.raw	1	90	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	FAIMS optimization	FAIMS CV 90
