source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[optimization target]	factor value[condition]
Human DSBSO crosslinked sample cleanup comparison	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_C8_ctrl	proteomic profiling by mass spectrometry	Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_C8_ctrl.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_C8_ctrl.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	cleanup comparison	4_DSBSO_DBCO_C8_ctrl
Human DSBSO crosslinked sample cleanup comparison	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_SCX_50mMOAc	proteomic profiling by mass spectrometry	Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_SCX_50mMOAc.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20250408_JPL_DS45-4_DSBSO_DBCO_SCX_50mMOAc.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	cleanup comparison	4_DSBSO_DBCO_SCX_50mMOAc
Human DSBSO crosslinked sample cleanup comparison	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment	not available	not available	not available	Ex2_20250408_JPL_DS45-6_DSBSO_SEC_vs_SCX_SEC	proteomic profiling by mass spectrometry	Ex2_20250408_JPL_DS45-6_DSBSO_SEC_vs_SCX_SEC.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/Ex2_20250408_JPL_DS45-6_DSBSO_SEC_vs_SCX_SEC.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	cleanup comparison	6_DSBSO_SEC_vs_SCX_SEC
