source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[optimization target]	factor value[condition]
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE12	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE12.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE12
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE15	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE15.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE15
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE18	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE18.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE18
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE18313233_F	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE18313233_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE18313233_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE18313233_F
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE18313233_S	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE18313233_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE18313233_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE18313233_S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE183233_F	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE183233_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE183233_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE183233_F
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE183233_S	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE183233_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE183233_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE183233_S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE1833_F	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE1833_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE1833_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE1833_F
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE1833_S	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE1833_S.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE1833_S.raw	1	S	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE1833_S
PXD065905-Sample-1	Homo sapiens	cultured cell	not available	not applicable	1	not available	not available	DBCO agarose enrichment and C8 cleanup	not available	not available	not available	L1_20240815_JPL_DS21_NCE192530_F	proteomic profiling by mass spectrometry	L1_20240815_JPL_DS21_NCE192530_F.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD065905/L1_20240815_JPL_DS21_NCE192530_F.raw	1	F	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	not available	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSBSO	DBCO agarose enrichment and C8 cleanup	TCEP	iodoacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	NCE optimization	NCE192530_F
