source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
15_Cec_dig	15_Cec_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_Cec_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_Cec_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_Cec_muc	15_Cec_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_Cec_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_Cec_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_colon_dig_wdh	15_colon_dig_wdh	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_colon_dig_wdh	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_colon_dig_wdh.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_colon_muc	15_colon_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_colon_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_colon_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_Ileo_dig	15_Ileo_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_Ileo_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_Ileo_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_Ileo_muc	15_Ileo_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_Ileo_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_Ileo_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_Jei_dig	15_Jei_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_Jei_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_Jei_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_Jei_muc	15_Jei_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_Jei_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_Jei_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
15_stom	15_stom	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	15_stom	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	15_stom.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_Cec_dig	3_Cec_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_Cec_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_Cec_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_Cec_muc	3_Cec_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_Cec_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_Cec_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_colon_dig	3_colon_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_colon_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_colon_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_colon_muc	3_colon_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_colon_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_colon_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_Ileo_dig	3_Ileo_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_Ileo_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_Ileo_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_Ileo_muc	3_Ileo_muc	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_Ileo_muc	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_Ileo_muc.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
3_Jei_dig	3_Jei_dig	Sus scrofa domesticus	Whole body	not applicable	not available	Bacterial_and_host_proteins_along_and_across_the_porcine_GIT	feces	feces	not available	not available	not available	not available	gut microbiome	Sus scrofa domesticus	Whole body	not available	1	3_Jei_dig	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	3_Jei_dig.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Whole body
