source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[biological replicate]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	factor value[disease]
HMEC-p10	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_2	HMEC-p10-tryp-030912-2D-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	15	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC-p10-tryp-030912-2D-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC-p10	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_2	HMEC-p10-tryp-030912-2D-3_120309154844	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	16	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC-p10-tryp-030912-2D-3_120309154844.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC-p10	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_2	HMEC-p10-tryp-030912-2D-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	17	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC-p10-tryp-030912-2D-4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC-p10	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_2	HMEC-p10-tryp-030912-2D-5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	18	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC-p10-tryp-030912-2D-5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC-p10	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_2	HMEC-p10-tryp-030912-2D-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	19	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC-p10-tryp-030912-2D-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC-p10	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_2	HMEC-p10-tryp-030912-2D-7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	20	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC-p10-tryp-030912-2D-7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-PNGF-100213-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	1	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-PNGF-100213-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-PNGF-100213-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	2	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-PNGF-100213-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-PNGF-100213-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	3	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-PNGF-100213-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-PNGF-100313-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	4	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-PNGF-100313-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-TRYP-100213-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	5	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-TRYP-100213-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-TRYP-100313-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	6	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-TRYP-100313-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-TRYP-100313-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	7	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-TRYP-100313-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
HMEC3-P11	Homo sapiens	breast epithelium	normal	mammary gland epithelial cell	cell	1	not available	female	donor_3	HMEC3-P11-SILAC-TRYP-100313-4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1001911;NT=Q Exactive	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	8	AC=MS:1000422;NT=beam-type collision-induced dissociation	20 ppm	0.1 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	HMEC3-P11-SILAC-TRYP-100313-4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	normal
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410-DE	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	1	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410-DE.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410-DE1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	2	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410-DE1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410-DE2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	3	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410-DE2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410-f1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	4	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410-f1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410-f2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	5	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410-f2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410-f3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	6	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410-f3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-PNGF-092410	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	7	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-PNGF-092410.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310-DE	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	8	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310-DE.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310-DE1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	9	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310-DE1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310-DE2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	10	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310-DE2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310-f1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	11	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310-f1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310-f2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	12	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310-f2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310-f3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	13	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310-f3.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092310	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	14	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092310.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092710-200mM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	15	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092710-200mM.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCf10A-p26-tryp-092710-20mM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	16	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCf10A-p26-tryp-092710-20mM.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092710-400mM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	17	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092710-400mM.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092710-40mM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	18	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092710-40mM.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
MCF10A-p26	Homo sapiens	breast epithelium	breast fibrocystic disease	mammary gland epithelial cell	cell	1	36Y	female	mcf10a_donor	MCF10A-p26-tryp-092710-60mM	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	AC=MS:1000447;NT=LTQ	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	19	AC=MS:1000133;NT=collision-induced dissociation	1.6 Da	0.8 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	MCF10A-p26-tryp-092710-60mM.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	breast fibrocystic disease
