source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
File_Name__VL_20151001_ROD_02.raw__F003547_.mzid_File_Name__VL_20151001_ROD_02.raw__F003547_	File_Name_VL_20151001_ROD_02.raw_F003547_.mzid_File_Name_VL_20151001_ROD_02.raw_F003547	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_02.raw__F003547_.mzid_File_Name__VL_20151001_ROD_02.raw__F003547_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_02.raw__F003547_.mzid_File_Name__VL_20151001_ROD_02.raw__F003547_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_03.raw__F003548_.mzid_File_Name__VL_20151001_ROD_03.raw__F003548_	File_Name_VL_20151001_ROD_03.raw_F003548_.mzid_File_Name_VL_20151001_ROD_03.raw_F003548	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_03.raw__F003548_.mzid_File_Name__VL_20151001_ROD_03.raw__F003548_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_03.raw__F003548_.mzid_File_Name__VL_20151001_ROD_03.raw__F003548_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_04.raw__F003549_.mzid_File_Name__VL_20151001_ROD_04.raw__F003549_	File_Name_VL_20151001_ROD_04.raw_F003549_.mzid_File_Name_VL_20151001_ROD_04.raw_F003549	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_04.raw__F003549_.mzid_File_Name__VL_20151001_ROD_04.raw__F003549_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_04.raw__F003549_.mzid_File_Name__VL_20151001_ROD_04.raw__F003549_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_06.raw__F003551_.mzid_File_Name__VL_20151001_ROD_06.raw__F003551_	File_Name_VL_20151001_ROD_06.raw_F003551_.mzid_File_Name_VL_20151001_ROD_06.raw_F003551	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_06.raw__F003551_.mzid_File_Name__VL_20151001_ROD_06.raw__F003551_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_06.raw__F003551_.mzid_File_Name__VL_20151001_ROD_06.raw__F003551_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_07.raw__F003553_.mzid_File_Name__VL_20151001_ROD_07.raw__F003553_	File_Name_VL_20151001_ROD_07.raw_F003553_.mzid_File_Name_VL_20151001_ROD_07.raw_F003553	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_07.raw__F003553_.mzid_File_Name__VL_20151001_ROD_07.raw__F003553_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_07.raw__F003553_.mzid_File_Name__VL_20151001_ROD_07.raw__F003553_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_08.raw__F003554_.mzid_File_Name__VL_20151001_ROD_08.raw__F003554_	File_Name_VL_20151001_ROD_08.raw_F003554_.mzid_File_Name_VL_20151001_ROD_08.raw_F003554	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_08.raw__F003554_.mzid_File_Name__VL_20151001_ROD_08.raw__F003554_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_08.raw__F003554_.mzid_File_Name__VL_20151001_ROD_08.raw__F003554_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_09_2.raw__F003561_.mzid_File_Name__VL_20151001_ROD_09_2.raw__F003561_	File_Name_VL_20151001_ROD_09_2.raw_F003561_.mzid_File_Name_VL_20151001_ROD_09_2.raw_F003561	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_09_2.raw__F003561_.mzid_File_Name__VL_20151001_ROD_09_2.raw__F003561_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_09_2.raw__F003561_.mzid_File_Name__VL_20151001_ROD_09_2.raw__F003561_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_10_2.raw__F003560_.mzid_File_Name__VL_20151001_ROD_10_2.raw__F003560_	File_Name_VL_20151001_ROD_10_2.raw_F003560_.mzid_File_Name_VL_20151001_ROD_10_2.raw_F003560	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_10_2.raw__F003560_.mzid_File_Name__VL_20151001_ROD_10_2.raw__F003560_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_10_2.raw__F003560_.mzid_File_Name__VL_20151001_ROD_10_2.raw__F003560_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_13.raw__F003564_.mzid_File_Name__VL_20151001_ROD_13.raw__F003564_	File_Name_VL_20151001_ROD_13.raw_F003564_.mzid_File_Name_VL_20151001_ROD_13.raw_F003564	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_13.raw__F003564_.mzid_File_Name__VL_20151001_ROD_13.raw__F003564_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_13.raw__F003564_.mzid_File_Name__VL_20151001_ROD_13.raw__F003564_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_14.raw__F003565_.mzid_File_Name__VL_20151001_ROD_14.raw__F003565_	File_Name_VL_20151001_ROD_14.raw_F003565_.mzid_File_Name_VL_20151001_ROD_14.raw_F003565	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_14.raw__F003565_.mzid_File_Name__VL_20151001_ROD_14.raw__F003565_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_14.raw__F003565_.mzid_File_Name__VL_20151001_ROD_14.raw__F003565_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
File_Name__VL_20151001_ROD_15.raw__F003566_.mzid_File_Name__VL_20151001_ROD_15.raw__F003566_	File_Name_VL_20151001_ROD_15.raw_F003566_.mzid_File_Name_VL_20151001_ROD_15.raw_F003566	Fungi	not available	not applicable	not available	Fungal_metaproteome_of_a_fermented_maize_dough	not available	not available	not available	not available	not available	not available	1	File_Name__VL_20151001_ROD_15.raw__F003566_.mzid_File_Name__VL_20151001_ROD_15.raw__F003566_	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	File_Name__VL_20151001_ROD_15.raw__F003566_.mzid_File_Name__VL_20151001_ROD_15.raw__F003566_.MGF	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
