source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	RabbitIris-Fraction1_Slot2-1_01_3149.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	2	1	RabbitIris-Fraction2_Slot2-2_01_3150.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	3	1	RabbitIris-Fraction3_Slot2-3_01_3151.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	4	1	RabbitIris-Fraction4_Slot2-4_01_3152.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	5	1	RabbitIris-Fraction5_Slot2-5_01_3153.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	6	1	RabbitIris-Fraction6_Slot2-6_01_3154.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	7	1	RabbitIris-Fraction7_Slot2-7_01_3155.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	8	1	RabbitIris-Fraction8_Slot2-8_01_3156.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	9	1	RabbitIris-Fraction9_Slot2-9_01_3157.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	10	1	RabbitIris-Fraction10_Slot2-10_01_3158.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	11	1	RabbitIris-Fraction11_Slot2-11_01_3159.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	12	1	RabbitIris-Fraction12_Slot2-12_01_3160.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	13	1	RabbitIris-Fraction13_Slot2-13_01_3161.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	14	1	RabbitIris-Fraction14_Slot2-14_01_3162.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	15	1	RabbitIris-Fraction15_Slot2-15_01_3163.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
iris	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=iris;AC=UBERON:0001769	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	16	1	RabbitIris-Fraction16_Slot2-16_01_3164.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=iris;AC=UBERON:0001769
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	RabbitRetina-Fraction1_Slot1-28_01_3020.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	2	1	RabbitRetina-Fraction2_Slot1-29_01_3021.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	3	1	RabbitRetina-Fraction3_Slot1-30_01_3022.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	4	1	RabbitRetina-Fraction4_Slot1-31_01_3023.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	5	1	RabbitRetina-Fraction5_Slot1-32_01_3024.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	6	1	RabbitRetina-Fraction6_Slot1-33_01_3025.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	7	1	RabbitRetina-Fraction7_Slot1-34_01_3026.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	8	1	RabbitRetina-Fraction8_Slot1-35_01_3027.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	9	1	RabbitRetina-Fraction9_Slot1-36_01_3028.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	10	1	RabbitRetina-Fraction10_Slot1-37_01_3029.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	11	1	RabbitRetina-Fraction11_Slot1-38_01_3030.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	12	1	RabbitRetina-Fraction12_Slot1-39_01_3031.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	13	1	RabbitRetina-Fraction13_Slot1-40_01_3032.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	14	1	RabbitRetina-Fraction14_Slot1-41_01_3033.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	15	1	RabbitRetina-Fraction15_Slot1-42_01_3034.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
retina	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=retina;AC=UBERON:0000966	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	16	1	RabbitRetina-Fraction16_Slot1-43_01_3035.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=retina;AC=UBERON:0000966
sclera	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=sclera;AC=UBERON:0001773	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	1	1	RabbitSclera-Fraction1_Slot2-17_01_2875.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sclera;AC=UBERON:0001773
sclera	NT=Oryctolagus cuniculus;AC=NCBITaxon:9986	NT=sclera;AC=UBERON:0001773	not applicable	normal	NT=adult;AC=EFO:0001272	not available	not available	not available	tissue	1	run_66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	2	1	RabbitSclera-Fraction2_Slot2-18_01_2876.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sclera;AC=UBERON:0001773
