source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
180625_gc_NL_PUB1-PD_BGControl_A1	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_A1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_A1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_A2	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_A2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_A2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_A3	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_A3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_A3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_B1	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_B1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_B1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_B2	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_B2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_B2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_B3	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_B3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_B3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_C1	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_C1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_C1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_C2	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_C2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_C3	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_C3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_C3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
180625_gc_NL_PUB1-PD_BGControl_D1	Saccharomyces cerevisiae	not available	not available	1	180625_gc_NL_PUB1-PD_BGControl_D1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	180625_gc_NL_PUB1-PD_BGControl_D1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
